target_id	length	eff_length	est_counts	tpm
ENSMUST00000238662.2	20036	19987	5.68984	0.0198266
ENSMUST00000086267.6	3245	3196	0	0
ENSMUST00000097541.10	4010	3961	0	0
ENSMUST00000111875.2	1296	1247	0	0
ENSMUST00000134499.8	509	460	0	0
ENSMUST00000148810.8	6531	6482	328	3.5242
ENSMUST00000188786.2	487	438	0	0
ENSMUST00000185857.2	675	626	0	0
ENSMUST00000189132.2	2004	1955	0	0
ENSMUST00000190362.7	1604	1555	0	0
ENSMUST00000191156.2	2456	2407	0	0
ENSMUST00000019843.15	1511	1462	47.6651	2.27065
ENSMUST00000111159.2	4906	4857	208.727	2.993
ENSMUST00000111160.9	4735	4686	198.682	2.95293
ENSMUST00000211158.2	249	200	0	0
ENSMUST00000180591.2	1219	1170	0	0
ENSMUST00000193187.2	610	561	0	0
ENSMUST00000077225.8	4944	4895	8.48354	0.120704
ENSMUST00000094276.5	4204	4155	12.062	0.202182
ENSMUST00000192699.2	218	169	0	0
ENSMUST00000192851.2	857	808	0	0
ENSMUST00000193440.2	549	500	0	0
ENSMUST00000193480.2	3734	3685	95.3018	1.80119
ENSMUST00000194269.2	100	51	0	0
ENSMUST00000194319.2	335	286	5.23168	1.274
ENSMUST00000195002.2	394	345	8.03669	1.62239
ENSMUST00000195388.2	525	476	0.749918	0.109724
ENSMUST00000195549.6	646	597	0.16756	0.0195476
ENSMUST00000195612.2	3790	3741	245.967	4.57915
ENSMUST00000191905.2	1257	1208	0	0
ENSMUST00000192282.2	455	406	0	0
ENSMUST00000193447.2	1233	1184	0	0
ENSMUST00000194583.2	375	326	0	0
ENSMUST00000027215.12	1272	1223	51.7373	2.94628
ENSMUST00000125540.2	423	374	0	0
ENSMUST00000127923.8	429	380	0	0
ENSMUST00000128190.8	1275	1226	4.21189e-08	2.39267e-09
ENSMUST00000129702.2	399	350	0	0
ENSMUST00000133677.8	935	886	0	0
ENSMUST00000143327.2	552	503	8.35872	1.15736
ENSMUST00000147571.8	1360	1311	246.335	13.0864
ENSMUST00000147661.8	486	437	0	0
ENSMUST00000149502.8	449	400	4.27957	0.745138
ENSMUST00000150911.8	960	911	137.707	10.5277
ENSMUST00000152239.8	1046	997	38.7023	2.70357
ENSMUST00000156392.8	1122	1073	104.196	6.76312
ENSMUST00000059498.12	6327	6278	1017.55	11.2884
ENSMUST00000187951.7	3115	3066	0.237565	0.00539642
ENSMUST00000188145.7	3262	3213	0	0
ENSMUST00000191070.2	3127	3078	17.2119	0.389454
ENSMUST00000134195.3	521	472	2.42476	0.357785
ENSMUST00000148542.8	571	522	0	0
ENSMUST00000016106.6	768	719	0	0
ENSMUST00000044581.14	9559	9510	361.891	2.65029
ENSMUST00000121533.3	835	786	82.8282	7.33925
ENSMUST00000128433.8	772	723	125.21	12.0614
ENSMUST00000187603.7	2548	2499	0	0
ENSMUST00000187716.2	406	357	0	0
ENSMUST00000016105.9	2771	2722	1770.06	45.2893
ENSMUST00000159184.2	2069	2020	12.416	0.428082
ENSMUST00000161808.2	1733	1684	89.5257	3.70256
ENSMUST00000194528.3	3435	3386	0	0
ENSMUST00000015124.15	1133	1084	48.5433	3.11886
ENSMUST00000159270.2	698	649	0	0
ENSMUST00000159717.2	651	602	0	0
ENSMUST00000161717.2	775	726	0	0
ENSMUST00000162371.2	431	382	0	0
ENSMUST00000163027.2	283	234	0	0
ENSMUST00000188105.2	2418	2369	10.6639	0.313506
ENSMUST00000027451.13	6328	6279	0	0
ENSMUST00000186930.2	584	535	0	0
ENSMUST00000187346.2	614	565	0	0
ENSMUST00000188797.7	3612	3563	0	0
ENSMUST00000188952.7	6315	6266	0	0
ENSMUST00000189934.2	3466	3417	0	0
ENSMUST00000190149.7	3043	2994	0	0
ENSMUST00000044311.9	4093	4044	0	0
ENSMUST00000127586.8	3368	3319	0	0
ENSMUST00000189147.2	1849	1800	0	0
ENSMUST00000189245.2	854	805	0	0
ENSMUST00000027213.14	1765	1716	2.06162	0.0836732
ENSMUST00000065767.9	2359	2310	0	0
ENSMUST00000141125.8	2085	2036	78.1973	2.67491
ENSMUST00000149665.2	2031	1982	0	0
ENSMUST00000152643.2	864	815	0	0
ENSMUST00000094273.10	1663	1614	0	0
ENSMUST00000191719.6	3033	2984	1.02085	0.0238264
ENSMUST00000192146.2	3494	3445	0	0
ENSMUST00000238506.2	3426	3377	0	0
ENSMUST00000239149.2	3453	3404	0	0
ENSMUST00000239155.2	3494	3445	0	0
ENSMUST00000004994.16	3078	3029	1.00227	0.0230454
ENSMUST00000087086.7	3863	3814	0	0
ENSMUST00000172555.2	3271	3222	0	0
ENSMUST00000035991.8	3313	3264	143.464	3.06118
ENSMUST00000114709.3	3570	3521	35.1885	0.696035
ENSMUST00000129068.2	361	312	2.97682	0.664499
ENSMUST00000138521.8	341	292	5.11339	1.21961
ENSMUST00000155917.8	641	592	10.8986	1.28217
ENSMUST00000186280.2	405	356	2.35851	0.461407
ENSMUST00000036172.10	4002	3953	14.8928	0.262389
ENSMUST00000188113.2	1450	1401	0	0
ENSMUST00000027783.14	8802	8753	469.292	3.73407
ENSMUST00000069568.4	1193	1144	0	0
ENSMUST00000159284.2	690	641	4.18641	0.454862
ENSMUST00000161075.8	2590	2541	363.307	9.95785
ENSMUST00000027781.7	471	422	346.702	57.2189
ENSMUST00000154437.2	670	621	39.1692	4.39288
ENSMUST00000027214.4	3907	3858	532.354	9.61024
ENSMUST00000131177.8	4239	4190	0	0
ENSMUST00000137380.8	1060	1011	12.0752	0.831839
ENSMUST00000139510.8	532	483	4.42808	0.638506
ENSMUST00000145406.2	494	445	0	0
ENSMUST00000155862.2	956	907	5.07149	0.389426
ENSMUST00000188376.2	1779	1730	1.0715	0.0431361
ENSMUST00000054801.4	3211	3162	0	0
ENSMUST00000150062.2	1558	1509	0	0
ENSMUST00000190951.2	1108	1059	0	0
ENSMUST00000068333.14	1951	1902	608.239	22.272
ENSMUST00000170217.8	2036	1987	71.9926	2.5234
ENSMUST00000188247.7	970	921	0	0
ENSMUST00000189529.7	1801	1752	296.233	11.7759
ENSMUST00000189931.7	449	400	17.9482	3.12506
ENSMUST00000190441.2	619	570	0	0
ENSMUST00000191021.2	656	607	1.92833	0.221253
ENSMUST00000170511.3	3063	3014	0	0
ENSMUST00000190853.2	3004	2955	0	0
ENSMUST00000027760.14	4572	4523	32.5255	0.500834
ENSMUST00000111857.3	3037	2988	3.51288	0.0818803
ENSMUST00000111859.8	5092	5043	0	0
ENSMUST00000128251.8	409	360	0	0
ENSMUST00000149536.3	626	577	0	0
ENSMUST00000188395.2	1537	1488	0	0
ENSMUST00000139309.2	1133	1084	0	0
ENSMUST00000191482.2	419	370	0	0
ENSMUST00000068875.5	1566	1517	0	0
ENSMUST00000012331.7	1178	1129	0	0
ENSMUST00000113524.8	1228	1179	0	0
ENSMUST00000125458.2	395	346	3	0.603867
ENSMUST00000134947.8	796	747	0	0
ENSMUST00000149732.8	799	750	0	0
ENSMUST00000152111.2	397	348	0	0
ENSMUST00000077755.11	1914	1865	3904.09	145.793
ENSMUST00000097536.6	1737	1688	517.221	21.3403
ENSMUST00000143008.2	748	699	91.6919	9.13587
ENSMUST00000190504.3	2091	2042	0	0
ENSMUST00000186132.2	1011	962	0	0
ENSMUST00000074525.10	3138	3089	0	0
ENSMUST00000159555.8	2882	2833	0	0
ENSMUST00000160854.8	1399	1350	0	0
ENSMUST00000161066.8	341	292	0	0
ENSMUST00000161793.2	539	490	0	0
ENSMUST00000162600.2	2798	2749	0	0
ENSMUST00000186732.2	905	856	0	0
ENSMUST00000037748.9	7640	7591	1505.65	13.814
ENSMUST00000134291.2	673	624	44.9455	5.01646
ENSMUST00000146362.2	869	820	139.806	11.8743
ENSMUST00000150825.2	923	874	7.96983	0.635088
ENSMUST00000159117.2	2640	2591	206.296	5.54523
ENSMUST00000161769.8	2844	2795	8163.1	203.409
ENSMUST00000162916.2	710	661	0	0
ENSMUST00000188044.7	511	462	0	0
ENSMUST00000189450.2	351	302	287.371	66.2724
ENSMUST00000027775.9	3580	3531	36.3646	0.717261
ENSMUST00000192905.2	667	618	5.63543	0.635089
ENSMUST00000194861.2	406	357	0	0
ENSMUST00000035779.15	3950	3901	3.90638	0.0697421
ENSMUST00000132997.2	627	578	0	0
ENSMUST00000134566.8	2492	2443	9.99368	0.284904
ENSMUST00000135642.2	502	453	0	0
ENSMUST00000142704.8	2976	2927	76.1523	1.81199
ENSMUST00000148608.2	643	594	0	0
ENSMUST00000154777.2	742	693	0	0
ENSMUST00000027754.7	2596	2547	49.8121	1.36208
ENSMUST00000186568.7	3550	3501	0	0
ENSMUST00000187235.2	686	637	0	0
ENSMUST00000187641.2	4661	4612	3.52167	0.0531808
ENSMUST00000189135.2	430	381	0	0
ENSMUST00000190323.7	584	535	0	0
ENSMUST00000160789.2	6216	6167	0	0
ENSMUST00000161017.8	13749	13700	1	0.00508365
ENSMUST00000193931.2	2135	2086	0	0
ENSMUST00000097826.6	2728	2679	243.363	6.3267
ENSMUST00000166384.8	3706	3657	0	0
ENSMUST00000168907.8	3779	3730	0	0
ENSMUST00000171265.8	3680	3631	99.6301	1.911
ENSMUST00000188298.7	3099	3050	58.6991	1.34038
ENSMUST00000188486.2	3748	3699	1.1205	0.0210971
ENSMUST00000188625.2	3415	3366	0	0
ENSMUST00000188738.7	2803	2754	22.0167	0.556782
ENSMUST00000188782.7	3762	3713	4.09206e-06	7.67561e-08
ENSMUST00000188830.7	452	403	6.27689	1.08477
ENSMUST00000189050.2	737	688	0	0
ENSMUST00000191338.2	3595	3546	14.1745	0.278397
ENSMUST00000162545.2	3010	2961	0	0
ENSMUST00000053760.12	7393	7344	79.1385	0.750501
ENSMUST00000151622.2	3685	3636	26.7664	0.512698
ENSMUST00000189296.2	3283	3234	0	0
ENSMUST00000057262.8	2657	2608	0	0
ENSMUST00000187432.2	1813	1764	1	0.0394819
ENSMUST00000186681.2	689	640	0	0
ENSMUST00000049972.6	2515	2466	0	0
ENSMUST00000185234.2	2317	2268	1	0.0307081
ENSMUST00000068437.13	3360	3311	0.0274222	0.000576818
ENSMUST00000111134.2	1229	1180	131.244	7.74629
ENSMUST00000125756.2	402	353	0	0
ENSMUST00000128302.8	6871	6822	153.103	1.56303
ENSMUST00000129393.2	693	644	41.6234	4.5014
ENSMUST00000131684.8	3210	3161	200.843	4.42515
ENSMUST00000194237.2	1047	998	11.713	0.817397
ENSMUST00000159312.2	902	853	0	0
ENSMUST00000160706.2	453	404	0	0
ENSMUST00000162342.8	2876	2827	319.719	7.87661
ENSMUST00000027769.6	2449	2400	852.897	24.7504
ENSMUST00000129009.2	828	779	14.7053	1.31472
ENSMUST00000129982.8	986	937	11.2939	0.839464
ENSMUST00000139993.8	406	357	5.23863	1.02199
ENSMUST00000150778.2	458	409	25.8652	4.40442
ENSMUST00000040706.9	4709	4660	680.396	10.1689
ENSMUST00000143270.2	617	568	0	0
ENSMUST00000144370.2	3717	3668	0	0
ENSMUST00000153962.2	1350	1301	15.6042	0.835337
ENSMUST00000087883.13	5564	5515	3.84231	0.0485225
ENSMUST00000123204.2	570	521	0.637018	0.085155
ENSMUST00000129611.2	3159	3110	0	0
ENSMUST00000185687.2	583	534	0	0
ENSMUST00000186021.2	737	688	1.52067	0.153937
ENSMUST00000189818.2	1610	1561	0	0
ENSMUST00000190943.2	431	382	0	0
ENSMUST00000052843.12	2826	2777	4	0.100318
ENSMUST00000118098.3	2072	2023	0	0
ENSMUST00000125294.9	2003	1954	0	0
ENSMUST00000140948.9	3249	3200	0	0
ENSMUST00000171802.8	2553	2504	0	0
ENSMUST00000183059.2	749	700	1.44283	0.143553
ENSMUST00000097824.3	2639	2590	0	0
ENSMUST00000185184.2	4193	4144	0	0
ENSMUST00000040538.10	1948	1899	0	0
ENSMUST00000131039.2	3561	3512	0	0
ENSMUST00000134287.2	1818	1769	4.5829	0.18043
ENSMUST00000143936.2	527	478	0	0
ENSMUST00000144480.8	660	611	0.417098	0.0475438
ENSMUST00000192611.2	2989	2940	0	0
ENSMUST00000043560.15	5792	5743	699.821	8.48681
ENSMUST00000073441.13	5767	5718	2584.98	31.4854
ENSMUST00000111836.4	3928	3879	0.525347	0.00943241
ENSMUST00000186692.2	574	525	66.2899	8.79396
ENSMUST00000186900.2	672	623	89.692	10.0268
ENSMUST00000188937.2	525	476	26.6899	3.90513
ENSMUST00000185888.2	1779	1730	1.01678	0.0409334
ENSMUST00000131716.4	3526	3477	0	0
ENSMUST00000211943.3	2643	2594	0	0
ENSMUST00000221136.2	3538	3489	0	0
ENSMUST00000223392.2	555	506	0	0
ENSMUST00000086430.5	6625	6576	3.57975	0.0379129
ENSMUST00000131535.2	356	307	0	0
ENSMUST00000134681.8	1970	1921	0	0
ENSMUST00000150143.2	2951	2902	0.42025	0.0100857
ENSMUST00000048820.14	717	668	0	0
ENSMUST00000113510.8	704	655	1.80957	0.192412
ENSMUST00000113511.8	704	655	1.80957	0.192412
ENSMUST00000113512.8	4551	4502	38.1235	0.589771
ENSMUST00000113513.8	4551	4502	38.1235	0.589771
ENSMUST00000113514.8	4551	4502	38.1235	0.589771
ENSMUST00000113515.8	4551	4502	38.1235	0.589771
ENSMUST00000125641.2	460	411	0	0
ENSMUST00000127771.8	555	506	3.98616	0.548657
ENSMUST00000130714.8	555	506	3.98616	0.548657
ENSMUST00000138319.2	555	506	3.98616	0.548657
ENSMUST00000143368.8	914	865	0	0
ENSMUST00000186464.2	480	431	0	0
ENSMUST00000187005.7	1359	1310	21.4328	1.13947
ENSMUST00000027049.10	1425	1376	0	0
ENSMUST00000124874.8	1313	1264	0	0
ENSMUST00000130102.8	941	892	0	0
ENSMUST00000147000.9	541	492	0	0
ENSMUST00000155163.2	784	735	0	0
ENSMUST00000176398.8	732	683	0	0
ENSMUST00000134692.2	656	607	0	0
ENSMUST00000027464.9	1424	1375	186.424	9.44268
ENSMUST00000189176.2	885	836	7.57612	0.631156
ENSMUST00000027467.11	2210	2161	25.6922	0.828024
ENSMUST00000153862.2	2315	2266	0	0
ENSMUST00000189793.7	696	647	10.3078	1.10958
ENSMUST00000190724.2	822	773	0	0
ENSMUST00000191026.2	1129	1080	0	0
ENSMUST00000191529.2	3393	3344	0	0
ENSMUST00000043313.15	4626	4577	150.904	2.29623
ENSMUST00000185241.2	336	287	0	0
ENSMUST00000186368.7	4638	4589	0	0
ENSMUST00000186621.2	754	705	0	0
ENSMUST00000187569.2	525	476	0	0
ENSMUST00000190960.2	539	490	19.1707	2.72482
ENSMUST00000190117.2	99	50	0	0
ENSMUST00000185548.2	2177	2128	0	0
ENSMUST00000188074.2	687	638	0	0
ENSMUST00000191325.2	2156	2107	0	0
ENSMUST00000058748.2	2855	2806	12	0.297845
ENSMUST00000161427.2	726	677	0	0
ENSMUST00000027768.14	8506	8457	1511.08	12.4442
ENSMUST00000125816.2	769	720	66.2365	6.4071
ENSMUST00000127250.2	680	631	24.2543	2.67705
ENSMUST00000140489.2	1494	1445	0	0
ENSMUST00000145968.3	530	481	39.056	5.65508
ENSMUST00000147137.2	746	697	0.454907	0.0454555
ENSMUST00000151734.2	2570	2521	310.08	8.56638
ENSMUST00000192645.2	3156	3107	0	0
ENSMUST00000194536.2	3232	3183	3.73808	0.0817916
ENSMUST00000097454.3	1301	1252	2.15204	0.119713
ENSMUST00000027050.10	1698	1649	124.957	5.27761
ENSMUST00000139578.8	2204	2155	185.342	5.98995
ENSMUST00000150509.3	898	849	7.61635	0.624792
ENSMUST00000186528.7	962	913	215.209	16.4167
ENSMUST00000188619.2	771	722	0	0
ENSMUST00000190155.7	877	828	182.771	15.3735
ENSMUST00000191296.2	666	617	5.01848	0.566479
ENSMUST00000027753.13	5164	5115	0	0
ENSMUST00000185328.2	717	668	0	0
ENSMUST00000185356.7	4916	4867	0	0
ENSMUST00000188206.2	818	769	0	0
ENSMUST00000188831.2	2255	2206	0	0
ENSMUST00000189005.2	440	391	0	0
ENSMUST00000163119.8	4709	4660	590.724	8.82866
ENSMUST00000164108.8	2442	2393	2603.3	75.7665
ENSMUST00000167293.2	681	632	64.0424	7.05743
ENSMUST00000167794.2	532	483	153.251	22.098
ENSMUST00000168372.2	543	494	49.6125	6.99456
ENSMUST00000170897.8	600	551	10.0737	1.2733
ENSMUST00000187121.2	3220	3171	4.10102	0.0900723
ENSMUST00000027752.15	7622	7573	20.7973	0.191265
ENSMUST00000159251.2	924	875	0	0
ENSMUST00000160515.2	466	417	0	0
ENSMUST00000161744.2	1447	1398	3.16075	0.157463
ENSMUST00000163011.2	762	713	3.04193	0.297136
ENSMUST00000211023.2	594	545	0	0
ENSMUST00000042373.12	2092	2043	0	0
ENSMUST00000136614.2	2375	2326	1	0.0299424
ENSMUST00000137861.2	682	633	2	0.220051
ENSMUST00000069293.10	12318	12269	0	0
ENSMUST00000185557.2	532	483	0	0
ENSMUST00000185879.2	740	691	0	0
ENSMUST00000187548.2	5370	5321	2.52195	0.0330096
ENSMUST00000188209.2	631	582	0	0
ENSMUST00000190792.2	3465	3416	0	0
ENSMUST00000238212.2	12319	12270	0	0
ENSMUST00000042141.12	4616	4567	1814.82	27.6758
ENSMUST00000186380.7	4561	4512	1903.96	29.389
ENSMUST00000186966.7	2406	2357	12.3447	0.364767
ENSMUST00000188345.2	2346	2297	0	0
ENSMUST00000189425.2	1604	1555	1.185	0.0530743
ENSMUST00000189509.2	2658	2609	19.5945	0.523065
ENSMUST00000189516.2	658	609	17.7457	2.02942
ENSMUST00000190383.2	2274	2225	3.94933	0.12362
ENSMUST00000190544.7	2018	1969	331.72	11.7334
ENSMUST00000041874.9	1735	1686	6	0.247851
ENSMUST00000187747.2	1290	1241	0	0
ENSMUST00000178395.2	612	563	0	0
ENSMUST00000187094.2	831	782	0	0
ENSMUST00000189339.7	672	623	0	0
ENSMUST00000189749.7	12207	12158	0	0
ENSMUST00000191499.2	390	341	0	0
ENSMUST00000027131.6	5498	5449	353.593	4.51942
ENSMUST00000141226.3	2372	2323	12.4071	0.371979
ENSMUST00000185520.2	497	448	0	0
ENSMUST00000186852.2	565	516	0	0
ENSMUST00000189404.2	951	902	3	0.231639
ENSMUST00000190006.2	488	439	0	0
ENSMUST00000071087.12	4355	4306	237.725	3.84501
ENSMUST00000117415.8	1272	1223	5.38151	0.30646
ENSMUST00000118263.8	2162	2113	2.33107	0.0768338
ENSMUST00000119714.8	1268	1219	1.43523e-05	8.20002e-07
ENSMUST00000122156.8	2535	2486	0	0
ENSMUST00000123261.2	647	598	0	0
ENSMUST00000128164.2	670	621	0	0
ENSMUST00000134716.2	541	492	0	0
ENSMUST00000136283.2	778	729	4.46259	0.426339
ENSMUST00000136898.2	436	387	2.57365	0.463164
ENSMUST00000143606.8	3383	3334	1.14117	0.0238387
ENSMUST00000148663.2	650	601	11.7372	1.36015
ENSMUST00000149214.3	458	409	0.830629	0.141443
ENSMUST00000153804.2	825	776	1.30759	0.117356
ENSMUST00000155974.8	445	396	0.750725	0.132033
ENSMUST00000185422.2	336	287	6.39829	1.55267
ENSMUST00000186294.7	3429	3380	10.854	0.223651
ENSMUST00000187226.7	1074	1025	15.2304	1.03486
ENSMUST00000188249.7	859	810	12.4791	1.07299
ENSMUST00000188449.7	538	489	5.93681	0.845553
ENSMUST00000190063.7	454	405	0	0
ENSMUST00000190318.2	5009	4960	25.8461	0.362919
ENSMUST00000190610.2	1356	1307	1.09958	0.0585932
ENSMUST00000190625.2	312	263	0	0
ENSMUST00000191012.7	345	296	0	0
ENSMUST00000191360.7	637	588	0	0
ENSMUST00000191521.7	487	438	0	0
ENSMUST00000056879.9	528	479	0	0
ENSMUST00000188673.7	554	505	0	0
ENSMUST00000186016.2	1493	1444	33.1861	1.60061
