target_id	length	eff_length	est_counts	tpm
ENSMUST00000086267.6	3245	3196	5.95865e-06	1.49586e-07
ENSMUST00000097541.10	4010	3961	0.000126359	2.55947e-06
ENSMUST00000111875.2	1296	1247	0	0
ENSMUST00000134499.8	509	460	0	0
ENSMUST00000148810.8	6531	6482	1356	16.7842
ENSMUST00000188786.2	487	438	0	0
ENSMUST00000185857.2	675	626	0	0
ENSMUST00000189132.2	2004	1955	0	0
ENSMUST00000190362.7	1604	1555	0	0
ENSMUST00000191156.2	2456	2407	0	0
ENSMUST00000019843.15	1511	1462	49.0417	2.69133
ENSMUST00000111159.2	4906	4857	234.47	3.87319
ENSMUST00000111160.9	4735	4686	364.593	6.24246
ENSMUST00000211158.2	249	200	1.47414	0.591366
ENSMUST00000180591.2	1219	1170	0	0
ENSMUST00000193187.2	610	561	0	0
ENSMUST00000077225.8	4944	4895	34.2898	0.562032
ENSMUST00000094276.5	4204	4155	41.2547	0.79662
ENSMUST00000192699.2	218	169	1.72928	0.820972
ENSMUST00000192851.2	857	808	0	0
ENSMUST00000193440.2	549	500	0	0
ENSMUST00000193480.2	3734	3685	245.503	5.34525
ENSMUST00000194269.2	100	51	0	0
ENSMUST00000194319.2	335	286	3.50982	0.984619
ENSMUST00000195002.2	394	345	1.90608	0.443273
ENSMUST00000195388.2	525	476	0	0
ENSMUST00000195549.6	646	597	2.83053	0.380402
ENSMUST00000195612.2	3790	3741	375.977	8.06348
ENSMUST00000191905.2	1257	1208	0	0
ENSMUST00000192282.2	455	406	0	0
ENSMUST00000193447.2	1233	1184	0	0
ENSMUST00000194583.2	375	326	0	0
ENSMUST00000027215.12	1272	1223	76.6515	5.02855
ENSMUST00000125540.2	423	374	0	0
ENSMUST00000127923.8	429	380	0	0
ENSMUST00000128190.8	1275	1226	0	0
ENSMUST00000129702.2	399	350	0	0
ENSMUST00000133677.8	935	886	0	0
ENSMUST00000143327.2	552	503	0	0
ENSMUST00000147571.8	1360	1311	88.1202	5.39289
ENSMUST00000147661.8	486	437	0	0
ENSMUST00000149502.8	449	400	0	0
ENSMUST00000150911.8	960	911	122.376	10.7777
ENSMUST00000152239.8	1046	997	0	0
ENSMUST00000156392.8	1122	1073	4.24009	0.317047
ENSMUST00000059498.12	6327	6278	686	8.76702
ENSMUST00000187951.7	3115	3066	0	0
ENSMUST00000188145.7	3262	3213	0	0
ENSMUST00000191070.2	3127	3078	0	0
ENSMUST00000134195.3	521	472	0	0
ENSMUST00000148542.8	571	522	4.10004	0.630182
ENSMUST00000016106.6	768	719	0	0
ENSMUST00000044581.14	9559	9510	54.2896	0.458021
ENSMUST00000121533.3	835	786	10.9194	1.11462
ENSMUST00000128433.8	772	723	12.0408	1.33618
ENSMUST00000187603.7	2548	2499	0	0
ENSMUST00000187716.2	406	357	0	0
ENSMUST00000016105.9	2771	2722	2899.86	85.4748
ENSMUST00000159184.2	2069	2020	31.8927	1.26674
ENSMUST00000161808.2	1733	1684	99.2469	4.72851
ENSMUST00000194528.3	3435	3386	1.00255	0.0237557
ENSMUST00000015124.15	1133	1084	59.2476	4.38521
ENSMUST00000159270.2	698	649	0	0
ENSMUST00000159717.2	651	602	2.20181	0.293448
ENSMUST00000161717.2	775	726	10.8703	1.2013
ENSMUST00000162371.2	431	382	0	0
ENSMUST00000163027.2	283	234	0	0
ENSMUST00000188105.2	2418	2369	20.3932	0.690668
ENSMUST00000027451.13	6328	6279	0.0784853	0.00100287
ENSMUST00000186930.2	584	535	0.906663	0.135969
ENSMUST00000187346.2	614	565	0	0
ENSMUST00000188797.7	3612	3563	0	0
ENSMUST00000188952.7	6315	6266	1.01485	0.0129945
ENSMUST00000189934.2	3466	3417	0	0
ENSMUST00000190149.7	3043	2994	0	0
ENSMUST00000044311.9	4093	4044	0	0
ENSMUST00000127586.8	3368	3319	0	0
ENSMUST00000189147.2	1849	1800	0	0
ENSMUST00000189245.2	854	805	0	0
ENSMUST00000027213.14	1765	1716	0	0
ENSMUST00000065767.9	2359	2310	0	0
ENSMUST00000141125.8	2085	2036	134.512	5.30071
ENSMUST00000149665.2	2031	1982	0	0
ENSMUST00000152643.2	864	815	0	0
ENSMUST00000094273.10	1663	1614	0	0
ENSMUST00000191719.6	3033	2984	1.01461	0.0272803
ENSMUST00000192146.2	3494	3445	0	0
ENSMUST00000238506.2	3426	3377	0	0
ENSMUST00000239149.2	3453	3404	0	0
ENSMUST00000239155.2	3494	3445	0	0
ENSMUST00000004994.16	3078	3029	0	0
ENSMUST00000087086.7	3863	3814	0	0
ENSMUST00000172555.2	3271	3222	0	0
ENSMUST00000035991.8	3313	3264	143.751	3.53353
ENSMUST00000114709.3	3570	3521	10.1229	0.230669
ENSMUST00000129068.2	361	312	0	0
ENSMUST00000138521.8	341	292	1	0.274768
ENSMUST00000155917.8	641	592	0	0
ENSMUST00000186280.2	405	356	1.12635	0.253848
ENSMUST00000036172.10	4002	3953	63.5216	1.28927
ENSMUST00000188113.2	1450	1401	1	0.0572678
ENSMUST00000027783.14	8802	8753	769.318	7.05176
ENSMUST00000069568.4	1193	1144	0	0
ENSMUST00000159284.2	690	641	0	0
ENSMUST00000161075.8	2590	2541	485.492	15.3294
ENSMUST00000027781.7	471	422	342.623	65.1408
ENSMUST00000154437.2	670	621	53.9531	6.97066
ENSMUST00000027214.4	3907	3858	357.954	7.44413
ENSMUST00000131177.8	4239	4190	0	0
ENSMUST00000137380.8	1060	1011	9.13748	0.725144
ENSMUST00000139510.8	532	483	0	0
ENSMUST00000145406.2	494	445	4.63722	0.836078
ENSMUST00000155862.2	956	907	0	0
ENSMUST00000188376.2	1779	1730	6.27147	0.290852
ENSMUST00000054801.4	3211	3162	0	0
ENSMUST00000150062.2	1558	1509	0	0
ENSMUST00000190951.2	1108	1059	0	0
ENSMUST00000068333.14	1951	1902	92.8403	3.91629
ENSMUST00000170217.8	2036	1987	710.161	28.6753
ENSMUST00000188247.7	970	921	0	0
ENSMUST00000189529.7	1801	1752	513.458	23.5136
ENSMUST00000189931.7	449	400	22.5628	4.52566
ENSMUST00000190441.2	619	570	8.13481	1.14504
ENSMUST00000191021.2	656	607	1.96049	0.259134
ENSMUST00000170511.3	3063	3014	0	0
ENSMUST00000190853.2	3004	2955	0	0
ENSMUST00000027760.14	4572	4523	15.9499	0.28293
ENSMUST00000111857.3	3037	2988	17.0801	0.458625
ENSMUST00000111859.8	5092	5043	0	0
ENSMUST00000128251.8	409	360	0	0
ENSMUST00000149536.3	626	577	0	0
ENSMUST00000188395.2	1537	1488	0	0
ENSMUST00000139309.2	1133	1084	0	0
ENSMUST00000191482.2	419	370	0	0
ENSMUST00000068875.5	1566	1517	0	0
ENSMUST00000012331.7	1178	1129	0	0
ENSMUST00000113524.8	1228	1179	0	0
ENSMUST00000125458.2	395	346	0	0
ENSMUST00000134947.8	796	747	0	0
ENSMUST00000149732.8	799	750	0	0
ENSMUST00000152111.2	397	348	0	0
ENSMUST00000077755.11	1914	1865	6905.37	297.069
ENSMUST00000097536.6	1737	1688	966.927	45.9589
ENSMUST00000143008.2	748	699	65.7062	7.54186
ENSMUST00000190504.3	2091	2042	1	0.039291
ENSMUST00000186132.2	1011	962	0	0
ENSMUST00000074525.10	3138	3089	0	0
ENSMUST00000159555.8	2882	2833	0	0
ENSMUST00000160854.8	1399	1350	0	0
ENSMUST00000161066.8	341	292	0	0
ENSMUST00000161793.2	539	490	0	0
ENSMUST00000162600.2	2798	2749	0	0
ENSMUST00000186732.2	905	856	0	0
ENSMUST00000037748.9	7640	7591	2590.72	27.3823
ENSMUST00000134291.2	673	624	61.6545	7.92738
ENSMUST00000146362.2	869	820	208.256	20.3766
ENSMUST00000150825.2	923	874	6.0125	0.551941
ENSMUST00000159117.2	2640	2591	241.898	7.49056
ENSMUST00000161769.8	2844	2795	7738.1	222.127
ENSMUST00000162916.2	710	661	0	0
ENSMUST00000188044.7	511	462	0	0
ENSMUST00000189450.2	351	302	255.781	67.9532
ENSMUST00000027775.9	3580	3531	41.2132	0.936456
ENSMUST00000192905.2	667	618	1.78682	0.231975
ENSMUST00000194861.2	406	357	0	0
ENSMUST00000035779.15	3950	3901	4.44755	0.0914732
ENSMUST00000132997.2	627	578	0	0
ENSMUST00000134566.8	2492	2443	43.7003	1.43519
ENSMUST00000135642.2	502	453	10.4835	1.85677
ENSMUST00000142704.8	2976	2927	7.02297e-05	1.92507e-06
ENSMUST00000148608.2	643	594	0	0
ENSMUST00000154777.2	742	693	0	0
ENSMUST00000027754.7	2596	2547	752.077	23.6909
ENSMUST00000186568.7	3550	3501	3.90978	0.0896003
ENSMUST00000187235.2	686	637	0	0
ENSMUST00000187641.2	4661	4612	4.83217	0.0840625
ENSMUST00000189135.2	430	381	0	0
ENSMUST00000190323.7	584	535	17.6764	2.65088
ENSMUST00000160789.2	6216	6167	6.18134	0.0804188
ENSMUST00000161017.8	13749	13700	1.81866	0.0106508
ENSMUST00000193931.2	2135	2086	0	0
ENSMUST00000097826.6	2728	2679	10.2593	0.307251
ENSMUST00000166384.8	3706	3657	0.00558231	0.000122472
ENSMUST00000168907.8	3779	3730	0	0
ENSMUST00000171265.8	3680	3631	37.4734	0.828029
ENSMUST00000188298.7	3099	3050	1.42849	0.0375775
ENSMUST00000188486.2	3748	3699	3.28279	0.0712046
ENSMUST00000188625.2	3415	3366	0	0
ENSMUST00000188738.7	2803	2754	2.50484	0.0729734
ENSMUST00000188782.7	3762	3713	0	0
ENSMUST00000188830.7	452	403	0	0
ENSMUST00000189050.2	737	688	0	0
ENSMUST00000191338.2	3595	3546	5.27879	0.119438
ENSMUST00000162545.2	3010	2961	0	0
ENSMUST00000053760.12	7393	7344	147.982	1.61668
ENSMUST00000151622.2	3685	3636	29.6959	0.655273
ENSMUST00000189296.2	3283	3234	0	0
ENSMUST00000057262.8	2657	2608	0	0
ENSMUST00000187432.2	1813	1764	0	0
ENSMUST00000186681.2	689	640	0	0
ENSMUST00000049972.6	2515	2466	0	0
ENSMUST00000185234.2	2317	2268	2	0.0707515
ENSMUST00000068437.13	3360	3311	14.5225	0.35191
ENSMUST00000111134.2	1229	1180	61.1978	4.16105
ENSMUST00000125756.2	402	353	0	0
ENSMUST00000128302.8	6871	6822	106.519	1.25275
ENSMUST00000129393.2	693	644	20.5922	2.56547
ENSMUST00000131684.8	3210	3161	81.1241	2.05909
ENSMUST00000194237.2	1047	998	4.08719	0.328581
ENSMUST00000159312.2	902	853	11.4131	1.0735
ENSMUST00000160706.2	453	404	0	0
ENSMUST00000162342.8	2876	2827	601.093	17.0594
ENSMUST00000027769.6	2449	2400	542.238	18.1271
ENSMUST00000129009.2	828	779	2.75458	0.283705
ENSMUST00000129982.8	986	937	5.16619	0.442364
ENSMUST00000139993.8	406	357	6.86239	1.54225
ENSMUST00000150778.2	458	409	24.9791	4.90008
ENSMUST00000040706.9	4709	4660	632.906	10.8969
ENSMUST00000143270.2	617	568	1.36516	0.192834
ENSMUST00000144370.2	3717	3668	2.28837	0.0500549
ENSMUST00000153962.2	1350	1301	5.44093	0.335541
ENSMUST00000087883.13	5564	5515	3	0.043644
ENSMUST00000123204.2	570	521	0	0
ENSMUST00000129611.2	3159	3110	0	0
ENSMUST00000185687.2	583	534	0	0
ENSMUST00000186021.2	737	688	0	0
ENSMUST00000189818.2	1610	1561	0	0
ENSMUST00000190943.2	431	382	0	0
ENSMUST00000052843.12	2826	2777	0	0
ENSMUST00000118098.3	2072	2023	0	0
ENSMUST00000125294.9	2003	1954	0	0
ENSMUST00000140948.9	3249	3200	1.01169	0.0253656
ENSMUST00000171802.8	2553	2504	0	0
ENSMUST00000183059.2	749	700	0.85081	0.0975177
ENSMUST00000097824.3	2639	2590	0	0
ENSMUST00000185184.2	4193	4144	0	0
ENSMUST00000040538.10	1948	1899	63.5218	2.68378
ENSMUST00000131039.2	3561	3512	0	0
ENSMUST00000134287.2	1818	1769	0	0
ENSMUST00000143936.2	527	478	0	0
ENSMUST00000144480.8	660	611	0	0
ENSMUST00000192611.2	2989	2940	3.47824	0.0949208
ENSMUST00000043560.15	5792	5743	953.769	13.3246
ENSMUST00000073441.13	5767	5718	1476.14	20.7125
ENSMUST00000111836.4	3928	3879	25.3026	0.523353
ENSMUST00000186692.2	574	525	40.544	6.19607
ENSMUST00000186900.2	672	623	59.765	7.69675
ENSMUST00000188937.2	525	476	9.47891	1.59772
ENSMUST00000185888.2	1779	1730	0	0
ENSMUST00000131716.4	3526	3477	0	0
ENSMUST00000211943.3	2643	2594	0	0
ENSMUST00000221136.2	3538	3489	0	0
ENSMUST00000223392.2	555	506	0	0
ENSMUST00000086430.5	6625	6576	1.78987	0.0218378
ENSMUST00000131535.2	356	307	0	0
ENSMUST00000134681.8	1970	1921	0	0
ENSMUST00000150143.2	2951	2902	0.210125	0.00580938
ENSMUST00000048820.14	717	668	6.68916	0.803423
ENSMUST00000113510.8	704	655	0	0
ENSMUST00000113511.8	704	655	0	0
ENSMUST00000113512.8	4551	4502	49.3991	0.880364
ENSMUST00000113513.8	4551	4502	49.3991	0.880364
ENSMUST00000113514.8	4551	4502	49.3991	0.880364
ENSMUST00000113515.8	4551	4502	49.3991	0.880364
ENSMUST00000125641.2	460	411	0	0
ENSMUST00000127771.8	555	506	5.56054	0.88169
ENSMUST00000130714.8	555	506	5.56054	0.88169
ENSMUST00000138319.2	555	506	5.56054	0.88169
ENSMUST00000143368.8	914	865	0	0
ENSMUST00000186464.2	480	431	0	0
ENSMUST00000187005.7	1359	1310	31.4352	1.92528
ENSMUST00000027049.10	1425	1376	0	0
ENSMUST00000124874.8	1313	1264	0	0
ENSMUST00000130102.8	941	892	0	0
ENSMUST00000147000.9	541	492	0	0
ENSMUST00000155163.2	784	735	0	0
ENSMUST00000176398.8	732	683	0	0
ENSMUST00000134692.2	656	607	0	0
ENSMUST00000027464.9	1424	1375	275	16.0465
ENSMUST00000189176.2	885	836	0	0
ENSMUST00000027467.11	2210	2161	124.179	4.61044
ENSMUST00000153862.2	2315	2266	0	0
ENSMUST00000189793.7	696	647	36.821	4.56605
ENSMUST00000190724.2	822	773	0	0
ENSMUST00000191026.2	1129	1080	0	0
ENSMUST00000191529.2	3393	3344	0	0
ENSMUST00000043313.15	4626	4577	5.68819	0.0997108
ENSMUST00000185241.2	336	287	0	0
ENSMUST00000186368.7	4638	4589	0.224182	0.0039195
ENSMUST00000186621.2	754	705	1.0894	0.123979
ENSMUST00000187569.2	525	476	0	0
ENSMUST00000190960.2	539	490	1	0.163739
ENSMUST00000190117.2	99	50	0	0
ENSMUST00000185548.2	2177	2128	0	0
ENSMUST00000188074.2	687	638	1	0.125756
ENSMUST00000191325.2	2156	2107	0	0
ENSMUST00000058748.2	2855	2806	24	0.686235
ENSMUST00000161427.2	726	677	0	0
ENSMUST00000027768.14	8506	8457	1381.23	13.1038
ENSMUST00000125816.2	769	720	51.9356	5.78738
ENSMUST00000127250.2	680	631	21.943	2.79007
ENSMUST00000140489.2	1494	1445	0	0
ENSMUST00000145968.3	530	481	26.4415	4.41052
ENSMUST00000147137.2	746	697	1.81223	0.208608
ENSMUST00000151734.2	2570	2521	188.716	6.006
ENSMUST00000192645.2	3156	3107	1.07683	0.0278071
ENSMUST00000194536.2	3232	3183	2.50659	0.0631823
ENSMUST00000097454.3	1301	1252	5.37983	0.344757
ENSMUST00000027050.10	1698	1649	219.584	10.6839
ENSMUST00000139578.8	2204	2155	127.493	4.74665
ENSMUST00000150509.3	898	849	2.76982	0.261754
ENSMUST00000186528.7	962	913	366.215	32.1821
ENSMUST00000188619.2	771	722	4.03031	0.447868
ENSMUST00000190155.7	877	828	178.524	17.2987
ENSMUST00000191296.2	666	617	1.76109	0.229006
ENSMUST00000027753.13	5164	5115	0	0
ENSMUST00000185328.2	717	668	0	0
ENSMUST00000185356.7	4916	4867	0	0
ENSMUST00000188206.2	818	769	0	0
ENSMUST00000188831.2	2255	2206	0	0
ENSMUST00000189005.2	440	391	0	0
ENSMUST00000163119.8	4709	4660	775.803	13.3572
ENSMUST00000164108.8	2442	2393	1900.48	63.719
ENSMUST00000167293.2	681	632	23.6417	3.00131
ENSMUST00000167794.2	532	483	108.004	17.9408
ENSMUST00000168372.2	543	494	34.3822	5.58413
ENSMUST00000170897.8	600	551	12.6922	1.84813
ENSMUST00000187121.2	3220	3171	1.02214	0.0258621
ENSMUST00000027752.15	7622	7573	58.868	0.623678
ENSMUST00000159251.2	924	875	0	0
ENSMUST00000160515.2	466	417	0	0
ENSMUST00000161744.2	1447	1398	7.02455	0.403144
ENSMUST00000163011.2	762	713	1.10744	0.124618
ENSMUST00000211023.2	594	545	0	0
ENSMUST00000042373.12	2092	2043	0	0
ENSMUST00000136614.2	2375	2326	0	0
ENSMUST00000137861.2	682	633	1	0.126749
ENSMUST00000069293.10	12318	12269	0	0
ENSMUST00000185557.2	532	483	0.824714	0.136995
ENSMUST00000185879.2	740	691	0.749229	0.0869932
ENSMUST00000187548.2	5370	5321	1.03113	0.0155479
ENSMUST00000188209.2	631	582	0	0
ENSMUST00000190792.2	3465	3416	0	0
ENSMUST00000238212.2	12319	12270	0	0
ENSMUST00000042141.12	4616	4567	2353.58	41.3472
ENSMUST00000186380.7	4561	4512	2134.33	37.9525
ENSMUST00000186966.7	2406	2357	0	0
ENSMUST00000188345.2	2346	2297	0	0
ENSMUST00000189425.2	1604	1555	0	0
ENSMUST00000189509.2	2658	2609	5.26431	0.161889
ENSMUST00000189516.2	658	609	2.37892	0.313409
ENSMUST00000190383.2	2274	2225	0	0
ENSMUST00000190544.7	2018	1969	182.502	7.43654
ENSMUST00000041874.9	1735	1686	0	0
ENSMUST00000187747.2	1290	1241	0	0
ENSMUST00000178395.2	612	563	0	0
ENSMUST00000187094.2	831	782	0	0
ENSMUST00000189339.7	672	623	0	0
ENSMUST00000189749.7	12207	12158	0	0
ENSMUST00000191499.2	390	341	0	0
ENSMUST00000027131.6	5498	5449	446.025	6.56736
ENSMUST00000141226.3	2372	2323	9.97544	0.344534
ENSMUST00000185520.2	497	448	0	0
ENSMUST00000186852.2	565	516	0	0
ENSMUST00000189404.2	951	902	4	0.355797
ENSMUST00000190006.2	488	439	1.00773	0.184175
ENSMUST00000071087.12	4355	4306	246.496	4.59288
ENSMUST00000117415.8	1272	1223	0	0
ENSMUST00000118263.8	2162	2113	0	0
ENSMUST00000119714.8	1268	1219	0	0
ENSMUST00000122156.8	2535	2486	19.2562	0.621467
ENSMUST00000123261.2	647	598	0	0
ENSMUST00000128164.2	670	621	4.38895	0.567046
ENSMUST00000134716.2	541	492	0	0
ENSMUST00000136283.2	778	729	3.92858	0.432371
ENSMUST00000136898.2	436	387	0	0
ENSMUST00000143606.8	3383	3334	2.12544	0.0511484
ENSMUST00000148663.2	650	601	14.1421	1.88795
ENSMUST00000149214.3	458	409	0	0
ENSMUST00000153804.2	825	776	1.41742	0.14655
ENSMUST00000155974.8	445	396	0	0
ENSMUST00000185422.2	336	287	0	0
ENSMUST00000186294.7	3429	3380	50.3517	1.19522
ENSMUST00000187226.7	1074	1025	33.5539	2.62644
ENSMUST00000188249.7	859	810	0	0
ENSMUST00000188449.7	538	489	0	0
ENSMUST00000190063.7	454	405	0	0
ENSMUST00000190318.2	5009	4960	39.0963	0.632416
ENSMUST00000190610.2	1356	1307	3.86693	0.237377
ENSMUST00000190625.2	312	263	0	0
ENSMUST00000191012.7	345	296	0	0
ENSMUST00000191360.7	637	588	0	0
ENSMUST00000191521.7	487	438	0	0
ENSMUST00000056879.9	528	479	0	0
ENSMUST00000188673.7	554	505	0	0
ENSMUST00000186016.2	1493	1444	30.903	1.71705
ENSMUST00000191457.2	528	479	0	0
ENSMUST00000187677.2	2327	2278	4.07633	0.14357
