target_id	length	eff_length	est_counts	tpm
ENSMUST00000086267.6	3245	3196	0	0
ENSMUST00000097541.10	4010	3961	27.0738	0.559268
ENSMUST00000111875.2	1296	1247	2.64567	0.173598
ENSMUST00000134499.8	509	460	0	0
ENSMUST00000148810.8	6531	6482	1730.28	21.8415
ENSMUST00000188786.2	487	438	0	0
ENSMUST00000185857.2	675	626	0	0
ENSMUST00000189132.2	2004	1955	0	0
ENSMUST00000190362.7	1604	1555	0	0
ENSMUST00000191156.2	2456	2407	0	0
ENSMUST00000019843.15	1511	1462	134.983	7.55454
ENSMUST00000111159.2	4906	4857	1006.8	16.9609
ENSMUST00000111160.9	4735	4686	277.365	4.84312
ENSMUST00000211158.2	249	200	1.46433	0.599079
ENSMUST00000180591.2	1219	1170	0	0
ENSMUST00000193187.2	610	561	0	0
ENSMUST00000077225.8	4944	4895	25.7168	0.429873
ENSMUST00000094276.5	4204	4155	0	0
ENSMUST00000192699.2	218	169	0	0
ENSMUST00000192851.2	857	808	0	0
ENSMUST00000193440.2	549	500	0	0
ENSMUST00000193480.2	3734	3685	233.543	5.18568
ENSMUST00000194269.2	100	51	0	0
ENSMUST00000194319.2	335	286	4.31274	1.23385
ENSMUST00000195002.2	394	345	7.40078	1.75523
ENSMUST00000195388.2	525	476	0	0
ENSMUST00000195549.6	646	597	1.98187	0.27163
ENSMUST00000195612.2	3790	3741	445.045	9.734
ENSMUST00000191905.2	1257	1208	0	0
ENSMUST00000192282.2	455	406	0	0
ENSMUST00000193447.2	1233	1184	0	0
ENSMUST00000194583.2	375	326	0	0
ENSMUST00000027215.12	1272	1223	84.6938	5.66632
ENSMUST00000125540.2	423	374	12.9596	2.83529
ENSMUST00000127923.8	429	380	0.0988802	0.0212913
ENSMUST00000128190.8	1275	1226	1.62231e-07	1.08273e-08
ENSMUST00000129702.2	399	350	0	0
ENSMUST00000133677.8	935	886	0	0
ENSMUST00000143327.2	552	503	3.96825	0.645515
ENSMUST00000147571.8	1360	1311	156.968	9.79679
ENSMUST00000147661.8	486	437	0	0
ENSMUST00000149502.8	449	400	5.05296	1.03362
ENSMUST00000150911.8	960	911	103.705	9.31444
ENSMUST00000152239.8	1046	997	22.8317	1.87378
ENSMUST00000156392.8	1122	1073	0.00740895	0.000564979
ENSMUST00000059498.12	6327	6278	1376.44	17.9396
ENSMUST00000187951.7	3115	3066	1.25873	0.033592
ENSMUST00000188145.7	3262	3213	0	0
ENSMUST00000191070.2	3127	3078	2.29722	0.0610675
ENSMUST00000134195.3	521	472	6.32706	1.09682
ENSMUST00000148542.8	571	522	0	0
ENSMUST00000016106.6	768	719	0	0
ENSMUST00000044581.14	9559	9510	224.548	1.93199
ENSMUST00000121533.3	835	786	24.5742	2.55819
ENSMUST00000128433.8	772	723	56.5977	6.40525
ENSMUST00000187603.7	2548	2499	0	0
ENSMUST00000187716.2	406	357	0	0
ENSMUST00000016105.9	2771	2722	1666.57	50.097
ENSMUST00000159184.2	2069	2020	15.7756	0.639016
ENSMUST00000161808.2	1733	1684	96.6549	4.69632
ENSMUST00000194528.3	3435	3386	0	0
ENSMUST00000015124.15	1133	1084	19.4843	1.47073
ENSMUST00000159270.2	698	649	0	0
ENSMUST00000159717.2	651	602	0	0
ENSMUST00000161717.2	775	726	5.3773	0.606042
ENSMUST00000162371.2	431	382	0	0
ENSMUST00000163027.2	283	234	0	0
ENSMUST00000188105.2	2418	2369	3.16472	0.109306
ENSMUST00000027451.13	6328	6279	0.168569	0.00219665
ENSMUST00000186930.2	584	535	0.564864	0.0863904
ENSMUST00000187346.2	614	565	0	0
ENSMUST00000188797.7	3612	3563	0	0
ENSMUST00000188952.7	6315	6266	1.74615	0.0228016
ENSMUST00000189934.2	3466	3417	0	0
ENSMUST00000190149.7	3043	2994	1.52042	0.0415516
ENSMUST00000044311.9	4093	4044	0	0
ENSMUST00000127586.8	3368	3319	0	0
ENSMUST00000189147.2	1849	1800	0	0
ENSMUST00000189245.2	854	805	0	0
ENSMUST00000027213.14	1765	1716	0	0
ENSMUST00000065767.9	2359	2310	0	0
ENSMUST00000141125.8	2085	2036	79.2124	3.1834
ENSMUST00000149665.2	2031	1982	3.17507	0.131077
ENSMUST00000152643.2	864	815	0	0
ENSMUST00000094273.10	1663	1614	0	0
ENSMUST00000191719.6	3033	2984	1.02124	0.0280029
ENSMUST00000192146.2	3494	3445	0	0
ENSMUST00000238506.2	3426	3377	0	0
ENSMUST00000239149.2	3453	3404	0	0
ENSMUST00000239155.2	3494	3445	0	0
ENSMUST00000004994.16	3078	3029	0	0
ENSMUST00000087086.7	3863	3814	0	0
ENSMUST00000172555.2	3271	3222	0	0
ENSMUST00000035991.8	3313	3264	143.025	3.5854
ENSMUST00000114709.3	3570	3521	23.2684	0.540725
ENSMUST00000129068.2	361	312	0	0
ENSMUST00000138521.8	341	292	7.16659	2.00819
ENSMUST00000155917.8	641	592	0	0
ENSMUST00000186280.2	405	356	1.53982	0.353913
ENSMUST00000036172.10	4002	3953	147.479	3.05266
ENSMUST00000188113.2	1450	1401	0	0
ENSMUST00000027783.14	8802	8753	499.937	4.67342
ENSMUST00000069568.4	1193	1144	0	0
ENSMUST00000159284.2	690	641	2.12246	0.270931
ENSMUST00000161075.8	2590	2541	303.68	9.77884
ENSMUST00000027781.7	471	422	400.24	77.6039
ENSMUST00000154437.2	670	621	57.4098	7.56433
ENSMUST00000027214.4	3907	3858	645.345	13.6869
ENSMUST00000131177.8	4239	4190	11.0314	0.215423
ENSMUST00000137380.8	1060	1011	11.9567	0.967689
ENSMUST00000139510.8	532	483	0	0
ENSMUST00000145406.2	494	445	0	0
ENSMUST00000155862.2	956	907	0	0
ENSMUST00000188376.2	1779	1730	13.6664	0.646375
ENSMUST00000054801.4	3211	3162	0	0
ENSMUST00000150062.2	1558	1509	0	0
ENSMUST00000190951.2	1108	1059	0	0
ENSMUST00000068333.14	1951	1902	3.61623e-05	1.55568e-06
ENSMUST00000170217.8	2036	1987	675.483	27.8159
ENSMUST00000188247.7	970	921	7.32711e-07	6.50952e-08
ENSMUST00000189529.7	1801	1752	179.845	8.39923
ENSMUST00000189931.7	449	400	0	0
ENSMUST00000190441.2	619	570	0	0
ENSMUST00000191021.2	656	607	1.70591	0.229955
ENSMUST00000170511.3	3063	3014	0	0
ENSMUST00000190853.2	3004	2955	0	0
ENSMUST00000027760.14	4572	4523	17.7683	0.321436
ENSMUST00000111857.3	3037	2988	1.90568	0.052185
ENSMUST00000111859.8	5092	5043	0	0
ENSMUST00000128251.8	409	360	0.356164	0.0809513
ENSMUST00000149536.3	626	577	0	0
ENSMUST00000188395.2	1537	1488	0	0
ENSMUST00000139309.2	1133	1084	0	0
ENSMUST00000191482.2	419	370	0	0
ENSMUST00000068875.5	1566	1517	0	0
ENSMUST00000012331.7	1178	1129	0	0
ENSMUST00000113524.8	1228	1179	0	0
ENSMUST00000125458.2	395	346	0	0
ENSMUST00000134947.8	796	747	0	0
ENSMUST00000149732.8	799	750	0	0
ENSMUST00000152111.2	397	348	0	0
ENSMUST00000077755.11	1914	1865	4542.36	199.287
ENSMUST00000097536.6	1737	1688	652.705	31.6388
ENSMUST00000143008.2	748	699	129.935	15.2098
ENSMUST00000190504.3	2091	2042	0	0
ENSMUST00000186132.2	1011	962	0	0
ENSMUST00000074525.10	3138	3089	0	0
ENSMUST00000159555.8	2882	2833	0	0
ENSMUST00000160854.8	1399	1350	0	0
ENSMUST00000161066.8	341	292	0	0
ENSMUST00000161793.2	539	490	0	0
ENSMUST00000162600.2	2798	2749	0	0
ENSMUST00000186732.2	905	856	0	0
ENSMUST00000037748.9	7640	7591	1979.15	21.3331
ENSMUST00000134291.2	673	624	77.073	10.1063
ENSMUST00000146362.2	869	820	202.326	20.189
ENSMUST00000150825.2	923	874	20.8549	1.95241
ENSMUST00000159117.2	2640	2591	251.662	7.94742
ENSMUST00000161769.8	2844	2795	6875.36	201.275
ENSMUST00000162916.2	710	661	0	0
ENSMUST00000188044.7	511	462	0	0
ENSMUST00000189450.2	351	302	275.923	74.7579
ENSMUST00000027775.9	3580	3531	74.9497	1.73679
ENSMUST00000192905.2	667	618	6.05033	0.801062
ENSMUST00000194861.2	406	357	0	0
ENSMUST00000035779.15	3950	3901	22.4661	0.471224
ENSMUST00000132997.2	627	578	0	0
ENSMUST00000134566.8	2492	2443	12.2076	0.408867
ENSMUST00000135642.2	502	453	1.77272	0.320197
ENSMUST00000142704.8	2976	2927	256.359	7.16642
ENSMUST00000148608.2	643	594	0	0
ENSMUST00000154777.2	742	693	0	0
ENSMUST00000027754.7	2596	2547	222.548	7.1494
ENSMUST00000186568.7	3550	3501	0	0
ENSMUST00000187235.2	686	637	2.17876	0.279863
ENSMUST00000187641.2	4661	4612	9.54683	0.169374
ENSMUST00000189135.2	430	381	0	0
ENSMUST00000190323.7	584	535	16.6033	2.53932
ENSMUST00000160789.2	6216	6167	0	0
ENSMUST00000161017.8	13749	13700	5	0.0298624
ENSMUST00000193931.2	2135	2086	0	0
ENSMUST00000097826.6	2728	2679	24.3509	0.743733
ENSMUST00000166384.8	3706	3657	0.00365614	8.18037e-05
ENSMUST00000168907.8	3779	3730	0	0
ENSMUST00000171265.8	3680	3631	11.4385	0.257762
ENSMUST00000188298.7	3099	3050	0	0
ENSMUST00000188486.2	3748	3699	0	0
ENSMUST00000188625.2	3415	3366	0	0
ENSMUST00000188738.7	2803	2754	0	0
ENSMUST00000188782.7	3762	3713	0	0
ENSMUST00000188830.7	452	403	0	0
ENSMUST00000189050.2	737	688	0	0
ENSMUST00000191338.2	3595	3546	2.36867	0.0546565
ENSMUST00000162545.2	3010	2961	0	0
ENSMUST00000053760.12	7393	7344	332.935	3.70939
ENSMUST00000151622.2	3685	3636	109.318	2.46004
ENSMUST00000189296.2	3283	3234	0	0
ENSMUST00000057262.8	2657	2608	0	0
ENSMUST00000187432.2	1813	1764	0	0
ENSMUST00000186681.2	689	640	0	0
ENSMUST00000049972.6	2515	2466	0	0
ENSMUST00000185234.2	2317	2268	0	0
ENSMUST00000068437.13	3360	3311	0.0402992	0.000995893
ENSMUST00000111134.2	1229	1180	121.427	8.41991
ENSMUST00000125756.2	402	353	0	0
ENSMUST00000128302.8	6871	6822	206.299	2.47434
ENSMUST00000129393.2	693	644	35.3751	4.49457
ENSMUST00000131684.8	3210	3161	167.584	4.33794
ENSMUST00000194237.2	1047	998	0	0
ENSMUST00000159312.2	902	853	2.2057	0.21158
ENSMUST00000160706.2	453	404	0	0
ENSMUST00000162342.8	2876	2827	307.963	8.9135
ENSMUST00000027769.6	2449	2400	644.685	21.9792
ENSMUST00000129009.2	828	779	6.18024	0.649148
ENSMUST00000129982.8	986	937	0	0
ENSMUST00000139993.8	406	357	0	0
ENSMUST00000150778.2	458	409	32.135	6.4288
ENSMUST00000040706.9	4709	4660	940.79	16.5189
ENSMUST00000143270.2	617	568	2.84828	0.410308
ENSMUST00000144370.2	3717	3668	0	0
ENSMUST00000153962.2	1350	1301	29.3621	1.84665
ENSMUST00000087883.13	5564	5515	0	0
ENSMUST00000123204.2	570	521	0	0
ENSMUST00000129611.2	3159	3110	0	0
ENSMUST00000185687.2	583	534	0	0
ENSMUST00000186021.2	737	688	0	0
ENSMUST00000189818.2	1610	1561	0	0
ENSMUST00000190943.2	431	382	0	0
ENSMUST00000052843.12	2826	2777	0	0
ENSMUST00000118098.3	2072	2023	1	0.0404464
ENSMUST00000125294.9	2003	1954	0	0
ENSMUST00000140948.9	3249	3200	0	0
ENSMUST00000171802.8	2553	2504	0	0
ENSMUST00000183059.2	749	700	0	0
ENSMUST00000097824.3	2639	2590	1	0.0315919
ENSMUST00000185184.2	4193	4144	0	0
ENSMUST00000040538.10	1948	1899	116.066	5.00097
ENSMUST00000131039.2	3561	3512	2.22578	0.0518566
ENSMUST00000134287.2	1818	1769	0	0
ENSMUST00000143936.2	527	478	0	0
ENSMUST00000144480.8	660	611	15.7563	2.11003
ENSMUST00000192611.2	2989	2940	9.95226	0.276981
ENSMUST00000043560.15	5792	5743	692.679	9.86891
ENSMUST00000073441.13	5767	5718	2413.82	34.5411
ENSMUST00000111836.4	3928	3879	9.52094e-05	2.00833e-06
ENSMUST00000186692.2	574	525	65.8678	10.2657
ENSMUST00000186900.2	672	623	64.8681	8.51959
ENSMUST00000188937.2	525	476	23.7686	4.08575
ENSMUST00000185888.2	1779	1730	2.02552	0.0958001
ENSMUST00000131716.4	3526	3477	0	0
ENSMUST00000211943.3	2643	2594	0	0
ENSMUST00000221136.2	3538	3489	0	0
ENSMUST00000223392.2	555	506	0	0
ENSMUST00000086430.5	6625	6576	0	0
ENSMUST00000131535.2	356	307	0	0
ENSMUST00000134681.8	1970	1921	0	0
ENSMUST00000150143.2	2951	2902	0	0
ENSMUST00000048820.14	717	668	0	0
ENSMUST00000113510.8	704	655	2.45813	0.307072
ENSMUST00000113511.8	704	655	2.45813	0.307072
ENSMUST00000113512.8	4551	4502	38.4796	0.699359
ENSMUST00000113513.8	4551	4502	38.4796	0.699359
ENSMUST00000113514.8	4551	4502	38.4796	0.699359
ENSMUST00000113515.8	4551	4502	38.4796	0.699359
ENSMUST00000125641.2	460	411	0	0
ENSMUST00000127771.8	555	506	2.84574	0.460171
ENSMUST00000130714.8	555	506	2.84574	0.460171
ENSMUST00000138319.2	555	506	2.84574	0.460171
ENSMUST00000143368.8	914	865	0	0
ENSMUST00000186464.2	480	431	0	0
ENSMUST00000187005.7	1359	1310	33.2566	2.07722
ENSMUST00000027049.10	1425	1376	0	0
ENSMUST00000124874.8	1313	1264	0	0
ENSMUST00000130102.8	941	892	0	0
ENSMUST00000147000.9	541	492	0	0
ENSMUST00000155163.2	784	735	0	0
ENSMUST00000176398.8	732	683	0	0
ENSMUST00000134692.2	656	607	0	0
ENSMUST00000027464.9	1424	1375	144.61	8.60542
ENSMUST00000189176.2	885	836	5.38981	0.527525
ENSMUST00000027467.11	2210	2161	299.742	11.3493
ENSMUST00000153862.2	2315	2266	0	0
ENSMUST00000189793.7	696	647	68.2576	8.63222
ENSMUST00000190724.2	822	773	0	0
ENSMUST00000191026.2	1129	1080	0	0
ENSMUST00000191529.2	3393	3344	4.97355	0.121696
ENSMUST00000043313.15	4626	4577	4.57215	0.0817364
ENSMUST00000185241.2	336	287	0	0
ENSMUST00000186368.7	4638	4589	0.238463	0.00425186
ENSMUST00000186621.2	754	705	4.25911	0.494317
ENSMUST00000187569.2	525	476	0	0
ENSMUST00000190960.2	539	490	6.93084	1.15735
ENSMUST00000190117.2	99	50	1.2643	2.06898
ENSMUST00000185548.2	2177	2128	1.38548e-05	5.32725e-07
ENSMUST00000188074.2	687	638	0	0
ENSMUST00000191325.2	2156	2107	0.999986	0.0388334
ENSMUST00000058748.2	2855	2806	105	3.0618
ENSMUST00000161427.2	726	677	0	0
ENSMUST00000027768.14	8506	8457	1721.95	16.6602
ENSMUST00000125816.2	769	720	80.6683	9.1674
ENSMUST00000127250.2	680	631	34.5205	4.47635
ENSMUST00000140489.2	1494	1445	5.43657	0.307845
ENSMUST00000145968.3	530	481	37.0624	6.3047
ENSMUST00000147137.2	746	697	0.725104	0.0851222
ENSMUST00000151734.2	2570	2521	281.342	9.1314
ENSMUST00000192645.2	3156	3107	2.16947	0.0571331
ENSMUST00000194536.2	3232	3183	2.44356	0.0628149
ENSMUST00000097454.3	1301	1252	6.68754	0.437057
ENSMUST00000027050.10	1698	1649	124.657	6.18544
ENSMUST00000139578.8	2204	2155	120.533	4.57651
ENSMUST00000150509.3	898	849	6.06809	0.584817
ENSMUST00000186528.7	962	913	205.584	18.4244
ENSMUST00000188619.2	771	722	0	0
ENSMUST00000190155.7	877	828	110.954	10.9644
ENSMUST00000191296.2	666	617	3.96377	0.525652
ENSMUST00000027753.13	5164	5115	0	0
ENSMUST00000185328.2	717	668	0	0
ENSMUST00000185356.7	4916	4867	0	0
ENSMUST00000188206.2	818	769	0	0
ENSMUST00000188831.2	2255	2206	0	0
ENSMUST00000189005.2	440	391	0	0
ENSMUST00000163119.8	4709	4660	947.155	16.6307
ENSMUST00000164108.8	2442	2393	2057.74	70.3596
ENSMUST00000167293.2	681	632	29.5045	3.81985
ENSMUST00000167794.2	532	483	143.191	24.2574
ENSMUST00000168372.2	543	494	67.4113	11.1656
ENSMUST00000170897.8	600	551	0	0
ENSMUST00000187121.2	3220	3171	1.02544	0.02646
ENSMUST00000027752.15	7622	7573	108	1.16689
ENSMUST00000159251.2	924	875	0	0
ENSMUST00000160515.2	466	417	0	0
ENSMUST00000161744.2	1447	1398	0	0
ENSMUST00000163011.2	762	713	0	0
ENSMUST00000211023.2	594	545	1	0.150134
ENSMUST00000042373.12	2092	2043	4.16117	0.166657
ENSMUST00000136614.2	2375	2326	1.83883	0.0646856
ENSMUST00000137861.2	682	633	3	0.387787
ENSMUST00000069293.10	12318	12269	2.58689	0.0172522
ENSMUST00000185557.2	532	483	0	0
ENSMUST00000185879.2	740	691	0.394219	0.0466805
ENSMUST00000187548.2	5370	5321	2.08841	0.0321142
ENSMUST00000188209.2	631	582	0	0
ENSMUST00000190792.2	3465	3416	0	0
ENSMUST00000238212.2	12319	12270	2.35967	0.0157356
ENSMUST00000042141.12	4616	4567	2385.57	42.7403
ENSMUST00000186380.7	4561	4512	1080.87	19.6011
ENSMUST00000186966.7	2406	2357	0	0
ENSMUST00000188345.2	2346	2297	0	0
ENSMUST00000189425.2	1604	1555	2.34095	0.123179
ENSMUST00000189509.2	2658	2609	9.51468	0.298398
ENSMUST00000189516.2	658	609	18.1796	2.44254
ENSMUST00000190383.2	2274	2225	6.02437	0.221543
ENSMUST00000190544.7	2018	1969	257.703	10.709
ENSMUST00000041874.9	1735	1686	4	0.194124
ENSMUST00000187747.2	1290	1241	0	0
ENSMUST00000178395.2	612	563	0	0
ENSMUST00000187094.2	831	782	0	0
ENSMUST00000189339.7	672	623	0	0
ENSMUST00000189749.7	12207	12158	3.91437	0.0263436
ENSMUST00000191499.2	390	341	0	0
ENSMUST00000027131.6	5498	5449	382.164	5.73864
ENSMUST00000141226.3	2372	2323	12.155	0.428136
ENSMUST00000185520.2	497	448	0	0
ENSMUST00000186852.2	565	516	1.68089	0.266542
ENSMUST00000189404.2	951	902	11	0.997842
ENSMUST00000190006.2	488	439	0	0
ENSMUST00000071087.12	4355	4306	263.471	5.0065
ENSMUST00000117415.8	1272	1223	0	0
ENSMUST00000118263.8	2162	2113	5.89836	0.228406
ENSMUST00000119714.8	1268	1219	0	0
ENSMUST00000122156.8	2535	2486	11.8252	0.389208
ENSMUST00000123261.2	647	598	0	0
ENSMUST00000128164.2	670	621	3.84145	0.506149
ENSMUST00000134716.2	541	492	0	0
ENSMUST00000136283.2	778	729	3.53451	0.396714
ENSMUST00000136898.2	436	387	3.80756	0.805029
ENSMUST00000143606.8	3383	3334	2.13293	0.0523463
ENSMUST00000148663.2	650	601	22.8225	3.10717
ENSMUST00000149214.3	458	409	0	0
ENSMUST00000153804.2	825	776	1.34624	0.14195
ENSMUST00000155974.8	445	396	0	0
ENSMUST00000185422.2	336	287	0	0
ENSMUST00000186294.7	3429	3380	17.8336	0.431717
ENSMUST00000187226.7	1074	1025	1.28613	0.102668
ENSMUST00000188249.7	859	810	3.50169	0.353727
ENSMUST00000188449.7	538	489	6.46606	1.08195
ENSMUST00000190063.7	454	405	3.89381	0.786674
ENSMUST00000190318.2	5009	4960	42.8795	0.707365
ENSMUST00000190610.2	1356	1307	2.32532	0.145574
ENSMUST00000190625.2	312	263	3.37554	1.05018
ENSMUST00000191012.7	345	296	0	0
ENSMUST00000191360.7	637	588	0	0
ENSMUST00000191521.7	487	438	0	0
ENSMUST00000056879.9	528	479	0	0
ENSMUST00000188673.7	554	505	0	0
