target_id	length	eff_length	est_counts	tpm
ENSMUST00000238662.2	20036	19987	12	0.0445651
ENSMUST00000086267.6	3245	3196	143.511	3.33303
ENSMUST00000097541.10	4010	3961	0	0
ENSMUST00000111875.2	1296	1247	5.6351	0.335426
ENSMUST00000134499.8	509	460	0	0
ENSMUST00000148810.8	6531	6482	1977.85	22.6489
ENSMUST00000188786.2	487	438	0	0
ENSMUST00000185857.2	675	626	0	0
ENSMUST00000189132.2	2004	1955	0	0
ENSMUST00000190362.7	1604	1555	0	0
ENSMUST00000191156.2	2456	2407	0	0
ENSMUST00000019843.15	1511	1462	70.589	3.58386
ENSMUST00000111159.2	4906	4857	313.677	4.79377
ENSMUST00000111160.9	4735	4686	0.0146266	0.000231688
ENSMUST00000211158.2	249	200	0	0
ENSMUST00000180591.2	1219	1170	0	0
ENSMUST00000193187.2	610	561	1	0.132312
ENSMUST00000077225.8	4944	4895	0	0
ENSMUST00000094276.5	4204	4155	12.5706	0.224567
ENSMUST00000192699.2	218	169	0	0
ENSMUST00000192851.2	857	808	0	0
ENSMUST00000193440.2	549	500	0	0
ENSMUST00000193480.2	3734	3685	77.15	1.55403
ENSMUST00000194269.2	100	51	0	0
ENSMUST00000194319.2	335	286	1	0.259535
ENSMUST00000195002.2	394	345	0	0
ENSMUST00000195388.2	525	476	0	0
ENSMUST00000195549.6	646	597	0	0
ENSMUST00000195612.2	3790	3741	68.2794	1.35476
ENSMUST00000191905.2	1257	1208	0	0
ENSMUST00000192282.2	455	406	0	0
ENSMUST00000193447.2	1233	1184	0	0
ENSMUST00000194583.2	375	326	0	0
ENSMUST00000027215.12	1272	1223	156.75	9.51357
ENSMUST00000125540.2	423	374	0	0
ENSMUST00000127923.8	429	380	0	0
ENSMUST00000128190.8	1275	1226	3.11469e-08	1.88576e-09
ENSMUST00000129702.2	399	350	0	0
ENSMUST00000133677.8	935	886	0	0
ENSMUST00000143327.2	552	503	6.92296	1.02161
ENSMUST00000147571.8	1360	1311	130.706	7.40036
ENSMUST00000147661.8	486	437	0	0
ENSMUST00000149502.8	449	400	0	0
ENSMUST00000150911.8	960	911	169.181	13.7846
ENSMUST00000152239.8	1046	997	0	0
ENSMUST00000156392.8	1122	1073	0	0
ENSMUST00000059498.12	6327	6278	882.704	10.4365
ENSMUST00000187951.7	3115	3066	5.26289	0.127413
ENSMUST00000188145.7	3262	3213	0	0
ENSMUST00000191070.2	3127	3078	0.0335667	0.000809472
ENSMUST00000134195.3	521	472	5.29882	0.833295
ENSMUST00000148542.8	571	522	0	0
ENSMUST00000016106.6	768	719	0	0
ENSMUST00000044581.14	9559	9510	69.4127	0.541777
ENSMUST00000121533.3	835	786	17.9414	1.69432
ENSMUST00000128433.8	772	723	33.6626	3.45598
ENSMUST00000187603.7	2548	2499	0	0
ENSMUST00000187716.2	406	357	0	0
ENSMUST00000016105.9	2771	2722	2206.11	60.1589
ENSMUST00000159184.2	2069	2020	6.79366	0.24964
ENSMUST00000161808.2	1733	1684	89.1013	3.92738
ENSMUST00000194528.3	3435	3386	0	0
ENSMUST00000015124.15	1133	1084	88.3509	6.04983
ENSMUST00000159270.2	698	649	0	0
ENSMUST00000159717.2	651	602	0	0
ENSMUST00000161717.2	775	726	0	0
ENSMUST00000162371.2	431	382	0	0
ENSMUST00000163027.2	283	234	0	0
ENSMUST00000188105.2	2418	2369	11.0421	0.345977
ENSMUST00000027451.13	6328	6279	0.128494	0.00151898
ENSMUST00000186930.2	584	535	0	0
ENSMUST00000187346.2	614	565	0.801816	0.105339
ENSMUST00000188797.7	3612	3563	0	0
ENSMUST00000188952.7	6315	6266	2.06969	0.0245175
ENSMUST00000189934.2	3466	3417	0	0
ENSMUST00000190149.7	3043	2994	0	0
ENSMUST00000044311.9	4093	4044	0	0
ENSMUST00000127586.8	3368	3319	0	0
ENSMUST00000189147.2	1849	1800	0	0
ENSMUST00000189245.2	854	805	0	0
ENSMUST00000027213.14	1765	1716	12.0042	0.519252
ENSMUST00000065767.9	2359	2310	0	0
ENSMUST00000141125.8	2085	2036	157.137	5.72878
ENSMUST00000149665.2	2031	1982	0	0
ENSMUST00000152643.2	864	815	0	0
ENSMUST00000094273.10	1663	1614	0	0
ENSMUST00000191719.6	3033	2984	0	0
ENSMUST00000192146.2	3494	3445	0	0
ENSMUST00000238506.2	3426	3377	0	0
ENSMUST00000239149.2	3453	3404	0	0
ENSMUST00000239155.2	3494	3445	0	0
ENSMUST00000004994.16	3078	3029	0	0
ENSMUST00000087086.7	3863	3814	0	0
ENSMUST00000172555.2	3271	3222	2	0.0460751
ENSMUST00000035991.8	3313	3264	138.134	3.14131
ENSMUST00000114709.3	3570	3521	41.1012	0.866462
ENSMUST00000129068.2	361	312	0	0
ENSMUST00000138521.8	341	292	6.56298	1.66832
ENSMUST00000155917.8	641	592	0	0
ENSMUST00000186280.2	405	356	1.20233	0.25069
ENSMUST00000036172.10	4002	3953	61.7983	1.16041
ENSMUST00000188113.2	1450	1401	0	0
ENSMUST00000027783.14	8802	8753	860.187	7.29453
ENSMUST00000069568.4	1193	1144	0	0
ENSMUST00000159284.2	690	641	3.97986	0.460862
ENSMUST00000161075.8	2590	2541	682.77	19.9449
ENSMUST00000027781.7	471	422	443.685	78.0412
ENSMUST00000154437.2	670	621	50.4234	6.02701
ENSMUST00000027214.4	3907	3858	499.676	9.61363
ENSMUST00000131177.8	4239	4190	0	0
ENSMUST00000137380.8	1060	1011	10.5727	0.776241
ENSMUST00000139510.8	532	483	0	0
ENSMUST00000145406.2	494	445	2.54384	0.424318
ENSMUST00000155862.2	956	907	0	0
ENSMUST00000188376.2	1779	1730	6.2079	0.266355
ENSMUST00000054801.4	3211	3162	1.03392	0.0242708
ENSMUST00000150062.2	1558	1509	0	0
ENSMUST00000190951.2	1108	1059	0	0
ENSMUST00000068333.14	1951	1902	229.011	8.93731
ENSMUST00000170217.8	2036	1987	512.625	19.1498
ENSMUST00000188247.7	970	921	46.0147	3.7085
ENSMUST00000189529.7	1801	1752	497.049	21.0585
ENSMUST00000189931.7	449	400	19.1008	3.54449
ENSMUST00000190441.2	619	570	0	0
ENSMUST00000191021.2	656	607	0	0
ENSMUST00000170511.3	3063	3014	0	0
ENSMUST00000190853.2	3004	2955	0	0
ENSMUST00000027760.14	4572	4523	40.4934	0.664538
ENSMUST00000111857.3	3037	2988	10.9972	0.27319
ENSMUST00000111859.8	5092	5043	0	0
ENSMUST00000128251.8	409	360	0	0
ENSMUST00000149536.3	626	577	2.53764	0.326449
ENSMUST00000188395.2	1537	1488	0	0
ENSMUST00000139309.2	1133	1084	0	0
ENSMUST00000191482.2	419	370	0	0
ENSMUST00000068875.5	1566	1517	0	0
ENSMUST00000012331.7	1178	1129	0	0
ENSMUST00000113524.8	1228	1179	0	0
ENSMUST00000125458.2	395	346	0	0
ENSMUST00000134947.8	796	747	0	0
ENSMUST00000149732.8	799	750	0	0
ENSMUST00000152111.2	397	348	0	0
ENSMUST00000077755.11	1914	1865	8638.99	343.832
ENSMUST00000097536.6	1737	1688	597.209	26.2612
ENSMUST00000143008.2	748	699	89.7988	9.53575
ENSMUST00000190504.3	2091	2042	0	0
ENSMUST00000186132.2	1011	962	0	0
ENSMUST00000074525.10	3138	3089	0	0
ENSMUST00000159555.8	2882	2833	0	0
ENSMUST00000160854.8	1399	1350	0	0
ENSMUST00000161066.8	341	292	0	0
ENSMUST00000161793.2	539	490	0	0
ENSMUST00000162600.2	2798	2749	0	0
ENSMUST00000186732.2	905	856	0	0
ENSMUST00000037748.9	7640	7591	2692.61	26.3291
ENSMUST00000134291.2	673	624	58.262	6.93046
ENSMUST00000146362.2	869	820	161.734	14.6403
ENSMUST00000150825.2	923	874	17.161	1.45745
ENSMUST00000159117.2	2640	2591	156.018	4.46961
ENSMUST00000161769.8	2844	2795	9569.05	254.126
ENSMUST00000162916.2	710	661	0	0
ENSMUST00000188044.7	511	462	0	0
ENSMUST00000189450.2	351	302	307.061	75.471
ENSMUST00000027775.9	3580	3531	38.7889	0.815401
ENSMUST00000192905.2	667	618	3.21112	0.385683
ENSMUST00000194861.2	406	357	0	0
ENSMUST00000035779.15	3950	3901	25.3313	0.481995
ENSMUST00000132997.2	627	578	0	0
ENSMUST00000134566.8	2492	2443	1.79189	0.054444
ENSMUST00000135642.2	502	453	0	0
ENSMUST00000142704.8	2976	2927	218.549	5.54228
ENSMUST00000148608.2	643	594	0	0
ENSMUST00000154777.2	742	693	0	0
ENSMUST00000027754.7	2596	2547	595.328	17.3496
ENSMUST00000186568.7	3550	3501	3.9839	0.0844651
ENSMUST00000187235.2	686	637	2.16614	0.252411
ENSMUST00000187641.2	4661	4612	10.3391	0.166401
ENSMUST00000189135.2	430	381	0	0
ENSMUST00000190323.7	584	535	27.8441	3.86315
ENSMUST00000160789.2	6216	6167	1.90668	0.0229491
ENSMUST00000161017.8	13749	13700	9.09332	0.0492679
ENSMUST00000193931.2	2135	2086	0	0
ENSMUST00000097826.6	2728	2679	73.3438	2.03213
ENSMUST00000166384.8	3706	3657	0	0
ENSMUST00000168907.8	3779	3730	27.1814	0.540909
ENSMUST00000171265.8	3680	3631	2.98887e-05	6.11001e-07
ENSMUST00000188298.7	3099	3050	0	0
ENSMUST00000188486.2	3748	3699	2.22937	0.0447362
ENSMUST00000188625.2	3415	3366	0	0
ENSMUST00000188738.7	2803	2754	1.8111e-06	4.88136e-08
ENSMUST00000188782.7	3762	3713	0.253037	0.00505849
ENSMUST00000188830.7	452	403	0	0
ENSMUST00000189050.2	737	688	0	0
ENSMUST00000191338.2	3595	3546	0	0
ENSMUST00000162545.2	3010	2961	0	0
ENSMUST00000053760.12	7393	7344	189.625	1.91657
ENSMUST00000151622.2	3685	3636	82.7794	1.6899
ENSMUST00000189296.2	3283	3234	0	0
ENSMUST00000057262.8	2657	2608	0	0
ENSMUST00000187432.2	1813	1764	0	0
ENSMUST00000186681.2	689	640	0	0
ENSMUST00000049972.6	2515	2466	0	0
ENSMUST00000185234.2	2317	2268	2	0.0654559
ENSMUST00000068437.13	3360	3311	0	0
ENSMUST00000111134.2	1229	1180	69.3443	4.36205
ENSMUST00000125756.2	402	353	2.15339	0.452804
ENSMUST00000128302.8	6871	6822	101.924	1.10899
ENSMUST00000129393.2	693	644	24.3604	2.80776
ENSMUST00000131684.8	3210	3161	108.073	2.53777
ENSMUST00000194237.2	1047	998	9.82884	0.731027
ENSMUST00000159312.2	902	853	5.67118	0.493499
ENSMUST00000160706.2	453	404	5.63591	1.03549
ENSMUST00000162342.8	2876	2827	698.885	18.3502
ENSMUST00000027769.6	2449	2400	668.864	20.6866
ENSMUST00000129009.2	828	779	3.47421	0.331039
ENSMUST00000129982.8	986	937	4.50673	0.357013
ENSMUST00000139993.8	406	357	0	0
ENSMUST00000150778.2	458	409	19.0103	3.45007
ENSMUST00000040706.9	4709	4660	712.118	11.343
ENSMUST00000143270.2	617	568	2.65232	0.346609
ENSMUST00000144370.2	3717	3668	1.15549	0.023383
ENSMUST00000153962.2	1350	1301	20.0743	1.14532
ENSMUST00000087883.13	5564	5515	0	0
ENSMUST00000123204.2	570	521	0	0
ENSMUST00000129611.2	3159	3110	0	0
ENSMUST00000185687.2	583	534	0	0
ENSMUST00000186021.2	737	688	0	0
ENSMUST00000189818.2	1610	1561	0	0
ENSMUST00000190943.2	431	382	0	0
ENSMUST00000052843.12	2826	2777	0	0
ENSMUST00000118098.3	2072	2023	0	0
ENSMUST00000125294.9	2003	1954	0	0
ENSMUST00000140948.9	3249	3200	0	0
ENSMUST00000171802.8	2553	2504	1.38803	0.0411458
ENSMUST00000183059.2	749	700	0.593457	0.0629293
ENSMUST00000097824.3	2639	2590	0	0
ENSMUST00000185184.2	4193	4144	7	0.125383
ENSMUST00000040538.10	1948	1899	188.362	7.36258
ENSMUST00000131039.2	3561	3512	2.24312	0.0474089
ENSMUST00000134287.2	1818	1769	0	0
ENSMUST00000143936.2	527	478	0	0
ENSMUST00000144480.8	660	611	6.82053	0.828588
ENSMUST00000192611.2	2989	2940	5.5743	0.140736
ENSMUST00000043560.15	5792	5743	724.493	9.3639
ENSMUST00000073441.13	5767	5718	2177.87	28.2716
ENSMUST00000111836.4	3928	3879	173.356	3.31726
ENSMUST00000186692.2	574	525	19.4396	2.74846
ENSMUST00000186900.2	672	623	95.5186	11.3805
ENSMUST00000188937.2	525	476	19.3183	3.01248
ENSMUST00000185888.2	1779	1730	1.02273	0.043881
ENSMUST00000131716.4	3526	3477	0	0
ENSMUST00000211943.3	2643	2594	0	0
ENSMUST00000221136.2	3538	3489	0	0
ENSMUST00000223392.2	555	506	0	0
ENSMUST00000086430.5	6625	6576	0	0
ENSMUST00000131535.2	356	307	0	0
ENSMUST00000134681.8	1970	1921	0	0
ENSMUST00000150143.2	2951	2902	0	0
ENSMUST00000048820.14	717	668	4.32196	0.480249
ENSMUST00000113510.8	704	655	0	0
ENSMUST00000113511.8	704	655	0	0
ENSMUST00000113512.8	4551	4502	57.4696	0.947533
ENSMUST00000113513.8	4551	4502	57.4696	0.947533
ENSMUST00000113514.8	4551	4502	57.4696	0.947533
ENSMUST00000113515.8	4551	4502	57.4696	0.947533
ENSMUST00000125641.2	460	411	0	0
ENSMUST00000127771.8	555	506	6.62218	0.971431
ENSMUST00000130714.8	555	506	6.62218	0.971431
ENSMUST00000138319.2	555	506	6.62218	0.971431
ENSMUST00000143368.8	914	865	0	0
ENSMUST00000186464.2	480	431	0	0
ENSMUST00000187005.7	1359	1310	47.3958	2.68553
ENSMUST00000027049.10	1425	1376	0	0
ENSMUST00000124874.8	1313	1264	1.5091	0.0886202
ENSMUST00000130102.8	941	892	0.470318	0.0391371
ENSMUST00000147000.9	541	492	0	0
ENSMUST00000155163.2	784	735	0	0
ENSMUST00000176398.8	732	683	1.02058	0.110915
ENSMUST00000134692.2	656	607	0	0
ENSMUST00000027464.9	1424	1375	284.949	15.3825
ENSMUST00000189176.2	885	836	5.05099	0.448469
ENSMUST00000027467.11	2210	2161	68.5125	2.3533
ENSMUST00000153862.2	2315	2266	0	0
ENSMUST00000189793.7	696	647	16.4875	1.89152
ENSMUST00000190724.2	822	773	0	0
ENSMUST00000191026.2	1129	1080	0	0
ENSMUST00000191529.2	3393	3344	0	0
ENSMUST00000043313.15	4626	4577	12.8918	0.209072
ENSMUST00000185241.2	336	287	0	0
ENSMUST00000186368.7	4638	4589	0.384949	0.00622654
ENSMUST00000186621.2	754	705	5.95512	0.626993
ENSMUST00000187569.2	525	476	0	0
ENSMUST00000190960.2	539	490	4.77046	0.722646
ENSMUST00000190117.2	99	50	0	0
ENSMUST00000185548.2	2177	2128	2.40346e-06	8.38353e-08
ENSMUST00000188074.2	687	638	0.565691	0.0658143
ENSMUST00000191325.2	2156	2107	1.43431	0.0505288
ENSMUST00000058748.2	2855	2806	44	1.16393
ENSMUST00000161427.2	726	677	0	0
ENSMUST00000027768.14	8506	8457	1780.12	15.6241
ENSMUST00000125816.2	769	720	75.4784	7.7813
ENSMUST00000127250.2	680	631	35.1805	4.13842
ENSMUST00000140489.2	1494	1445	0	0
ENSMUST00000145968.3	530	481	55.7541	8.60386
ENSMUST00000147137.2	746	697	0	0
ENSMUST00000151734.2	2570	2521	177.297	5.22024
ENSMUST00000192645.2	3156	3107	0	0
ENSMUST00000194536.2	3232	3183	0	0
ENSMUST00000097454.3	1301	1252	2.17163	0.128749
ENSMUST00000027050.10	1698	1649	281.568	12.6743
ENSMUST00000139578.8	2204	2155	116.135	4.00018
ENSMUST00000150509.3	898	849	1.59228	0.139211
ENSMUST00000186528.7	962	913	346.482	28.169
ENSMUST00000188619.2	771	722	0	0
ENSMUST00000190155.7	877	828	182.107	16.3252
ENSMUST00000191296.2	666	617	7.07224	0.850812
ENSMUST00000027753.13	5164	5115	0	0
ENSMUST00000185328.2	717	668	0	0
ENSMUST00000185356.7	4916	4867	10.8735	0.165833
ENSMUST00000188206.2	818	769	0	0
ENSMUST00000188831.2	2255	2206	0	0
ENSMUST00000189005.2	440	391	0.126452	0.0240055
ENSMUST00000163119.8	4709	4660	726.352	11.5697
ENSMUST00000164108.8	2442	2393	2586.09	80.2162
ENSMUST00000167293.2	681	632	79.1246	9.29301
ENSMUST00000167794.2	532	483	140.843	21.6447
ENSMUST00000168372.2	543	494	18.2229	2.73811
ENSMUST00000170897.8	600	551	23.3697	3.14821
ENSMUST00000187121.2	3220	3171	2.03736	0.0476906
ENSMUST00000027752.15	7622	7573	164.035	1.6078
ENSMUST00000159251.2	924	875	0	0
ENSMUST00000160515.2	466	417	0	0
ENSMUST00000161744.2	1447	1398	16.3197	0.866494
ENSMUST00000163011.2	762	713	3.64515	0.379478
ENSMUST00000211023.2	594	545	0	0
ENSMUST00000042373.12	2092	2043	1.54843	0.056258
ENSMUST00000136614.2	2375	2326	1.45157	0.0463223
ENSMUST00000137861.2	682	633	3	0.351786
ENSMUST00000069293.10	12318	12269	1.11753	0.00676102
ENSMUST00000185557.2	532	483	0	0
ENSMUST00000185879.2	740	691	0.880641	0.0945981
ENSMUST00000187548.2	5370	5321	1.02444	0.0142907
ENSMUST00000188209.2	631	582	0	0
ENSMUST00000190792.2	3465	3416	0	0
ENSMUST00000238212.2	12319	12270	1.00183	0.00606053
ENSMUST00000042141.12	4616	4567	3113.24	50.5992
ENSMUST00000186380.7	4561	4512	1922.73	31.6308
ENSMUST00000186966.7	2406	2357	0.745451	0.0234759
ENSMUST00000188345.2	2346	2297	208.346	6.73264
ENSMUST00000189425.2	1604	1555	3.72166	0.177651
ENSMUST00000189509.2	2658	2609	28.2777	0.80451
ENSMUST00000189516.2	658	609	38.844	4.73444
ENSMUST00000190383.2	2274	2225	0	0
ENSMUST00000190544.7	2018	1969	255.455	9.63009
ENSMUST00000041874.9	1735	1686	19	0.836484
ENSMUST00000187747.2	1290	1241	0	0
ENSMUST00000178395.2	612	563	0	0
ENSMUST00000187094.2	831	782	0	0
ENSMUST00000189339.7	672	623	0	0
ENSMUST00000189749.7	12207	12158	0	0
ENSMUST00000191499.2	390	341	0	0
ENSMUST00000027131.6	5498	5449	446.239	6.07873
ENSMUST00000141226.3	2372	2323	5.76072	0.184072
ENSMUST00000185520.2	497	448	0	0
ENSMUST00000186852.2	565	516	0	0
ENSMUST00000189404.2	951	902	3	0.246875
ENSMUST00000190006.2	488	439	0	0
ENSMUST00000071087.12	4355	4306	273.585	4.71606
ENSMUST00000117415.8	1272	1223	0	0
ENSMUST00000118263.8	2162	2113	6.4985	0.228284
ENSMUST00000119714.8	1268	1219	1.73874	0.105875
ENSMUST00000122156.8	2535	2486	7.81072	0.233212
ENSMUST00000123261.2	647	598	0	0
ENSMUST00000128164.2	670	621	3.71212	0.443703
ENSMUST00000134716.2	541	492	0	0
ENSMUST00000136283.2	778	729	1.13324	0.115387
ENSMUST00000136898.2	436	387	3.18983	0.611812
ENSMUST00000143606.8	3383	3334	0	0
ENSMUST00000148663.2	650	601	7.25893	0.896519
ENSMUST00000149214.3	458	409	3.82829	0.694774
ENSMUST00000153804.2	825	776	1.18802	0.113638
ENSMUST00000155974.8	445	396	0	0
ENSMUST00000185422.2	336	287	0	0
ENSMUST00000186294.7	3429	3380	0.00751862	0.000165114
ENSMUST00000187226.7	1074	1025	28.9489	2.09638
ENSMUST00000188249.7	859	810	11.4915	1.05306
ENSMUST00000188449.7	538	489	5.18059	0.786379
ENSMUST00000190063.7	454	405	3.58529	0.6571
ENSMUST00000190318.2	5009	4960	37.6158	0.562925
ENSMUST00000190610.2	1356	1307	3.27019	0.18572
ENSMUST00000190625.2	312	263	0	0
ENSMUST00000191012.7	345	296	0	0
ENSMUST00000191360.7	637	588	0	0
ENSMUST00000191521.7	487	438	0	0
