target_id	length	eff_length	est_counts	tpm
ENSMUST00000144177.8	3239	3190	3.96546	0.0867619
ENSMUST00000186467.2	466	417	0	0
ENSMUST00000190654.2	2021	1972	0	0
ENSMUST00000088666.4	3256	3207	0	0
ENSMUST00000191209.2	1067	1018	0	0
ENSMUST00000057037.13	6930	6881	4.96293	0.0503399
ENSMUST00000192643.2	523	474	2.09168	0.307995
ENSMUST00000192664.6	4031	3982	0	0
ENSMUST00000192927.6	3905	3856	63.9186	1.15696
ENSMUST00000192961.6	2708	2659	0	0
ENSMUST00000192991.2	1571	1522	39.6736	1.81934
ENSMUST00000193098.2	5529	5480	4.88217	0.0621811
ENSMUST00000193765.2	2623	2574	1.05057	0.0284866
ENSMUST00000194263.3	440	391	0	0
ENSMUST00000194371.2	473	424	0	0
ENSMUST00000194489.6	3051	3002	0	0
ENSMUST00000194727.6	6784	6735	48.4573	0.502167
ENSMUST00000194984.2	1256	1207	11.4801	0.663842
ENSMUST00000195433.6	6299	6250	39.9101	0.445686
ENSMUST00000195717.6	6967	6918	143.157	1.4443
ENSMUST00000195463.2	428	379	0	0
ENSMUST00000191460.2	687	638	0	0
ENSMUST00000088658.11	4980	4931	13.879	0.196448
ENSMUST00000115468.9	2493	2444	3.1477	0.0898913
ENSMUST00000160022.2	543	494	0.973333	0.137518
ENSMUST00000160451.2	695	646	0	0
ENSMUST00000188212.2	799	750	0	0
ENSMUST00000057438.7	9749	9700	1731.48	12.4587
ENSMUST00000087933.10	4649	4600	565.224	8.57609
ENSMUST00000185579.7	450	401	9.20895	1.60285
ENSMUST00000186028.2	1389	1340	1.32665	0.0690997
ENSMUST00000186441.2	691	642	0	0
ENSMUST00000187115.2	847	798	17.6696	1.54543
ENSMUST00000188302.7	3075	3026	0	0
ENSMUST00000188313.7	4631	4582	1658.82	25.268
ENSMUST00000189388.7	2904	2855	0	0
ENSMUST00000190207.2	2420	2371	42.1617	1.24112
ENSMUST00000190401.7	4994	4945	10.9896	0.155111
ENSMUST00000027785.15	2776	2727	377.723	9.66751
ENSMUST00000056773.15	1551	1502	0	0
ENSMUST00000123409.8	2891	2842	0	0
ENSMUST00000133305.8	2971	2922	22.2769	0.532108
ENSMUST00000139589.2	659	610	0	0
ENSMUST00000150429.8	1398	1349	0	0
ENSMUST00000061421.4	1086	1037	0	0
ENSMUST00000159881.2	3482	3433	2	0.0406614
ENSMUST00000162750.2	593	544	0	0
ENSMUST00000150600.2	1430	1381	1	0.0505397
ENSMUST00000168641.2	5985	5936	3.57754	0.0420646
ENSMUST00000238662.2	20036	19987	1.42246	0.00496728
ENSMUST00000086267.6	3245	3196	4.21217	0.0919868
ENSMUST00000097541.10	4010	3961	70.8432	1.2483
ENSMUST00000111875.2	1296	1247	0	0
ENSMUST00000134499.8	509	460	0	0
ENSMUST00000148810.8	6531	6482	1571.94	16.926
ENSMUST00000188786.2	487	438	0	0
ENSMUST00000185857.2	675	626	0	0
ENSMUST00000189132.2	2004	1955	0	0
ENSMUST00000190362.7	1604	1555	0	0
ENSMUST00000191156.2	2456	2407	0	0
ENSMUST00000019843.15	1511	1462	68.1189	3.25197
ENSMUST00000111159.2	4906	4857	434.695	6.24658
ENSMUST00000111160.9	4735	4686	211.23	3.14615
ENSMUST00000211158.2	249	200	1.06189	0.370573
ENSMUST00000180591.2	1219	1170	1	0.0596541
ENSMUST00000193187.2	610	561	0	0
ENSMUST00000077225.8	4944	4895	8.81094	0.125631
ENSMUST00000094276.5	4204	4155	52.2464	0.877631
ENSMUST00000192699.2	218	169	1.70444	0.703917
ENSMUST00000192851.2	857	808	0	0
ENSMUST00000193440.2	549	500	0	0
ENSMUST00000193480.2	3734	3685	204.838	3.8797
ENSMUST00000194269.2	100	51	0	0
ENSMUST00000194319.2	335	286	3.68224	0.898612
ENSMUST00000195002.2	394	345	4.83822	0.978796
ENSMUST00000195388.2	525	476	0	0
ENSMUST00000195549.6	646	597	0	0
ENSMUST00000195612.2	3790	3741	436.88	8.15081
ENSMUST00000191905.2	1257	1208	0	0
ENSMUST00000192282.2	455	406	0	0
ENSMUST00000193447.2	1233	1184	0	0
ENSMUST00000194583.2	375	326	0	0
ENSMUST00000027215.12	1272	1223	83.5973	4.77081
ENSMUST00000125540.2	423	374	0	0
ENSMUST00000127923.8	429	380	0	0
ENSMUST00000128190.8	1275	1226	42.8903	2.44171
ENSMUST00000129702.2	399	350	0	0
ENSMUST00000133677.8	935	886	0	0
ENSMUST00000143327.2	552	503	0	0
ENSMUST00000147571.8	1360	1311	109.09	5.80776
ENSMUST00000147661.8	486	437	0	0
ENSMUST00000149502.8	449	400	0	0
ENSMUST00000150911.8	960	911	85.9783	6.58714
ENSMUST00000152239.8	1046	997	6.15867	0.43114
ENSMUST00000156392.8	1122	1073	22.2202	1.44535
ENSMUST00000059498.12	6327	6278	820.456	9.12138
ENSMUST00000187951.7	3115	3066	7.54367	0.171726
ENSMUST00000188145.7	3262	3213	0	0
ENSMUST00000191070.2	3127	3078	0	0
ENSMUST00000134195.3	521	472	8.80979	1.30272
ENSMUST00000148542.8	571	522	0	0
ENSMUST00000016106.6	768	719	0	0
ENSMUST00000044581.14	9559	9510	71.0952	0.521778
ENSMUST00000121533.3	835	786	13.3504	1.18549
ENSMUST00000128433.8	772	723	16.5771	1.60028
ENSMUST00000187603.7	2548	2499	0	0
ENSMUST00000187716.2	406	357	0	0
ENSMUST00000016105.9	2771	2722	3159.72	81.019
ENSMUST00000159184.2	2069	2020	10.5109	0.363173
ENSMUST00000161808.2	1733	1684	46.7669	1.93831
ENSMUST00000194528.3	3435	3386	0	0
ENSMUST00000015124.15	1133	1084	89.4537	5.75964
ENSMUST00000159270.2	698	649	0	0
ENSMUST00000159717.2	651	602	0	0
ENSMUST00000161717.2	775	726	0	0
ENSMUST00000162371.2	431	382	4.16656	0.761274
ENSMUST00000163027.2	283	234	0	0
ENSMUST00000188105.2	2418	2369	14.6336	0.431135
ENSMUST00000027451.13	6328	6279	0.155218	0.00172535
ENSMUST00000186930.2	584	535	0	0
ENSMUST00000187346.2	614	565	0	0
ENSMUST00000188797.7	3612	3563	1.68226	0.0329537
ENSMUST00000188952.7	6315	6266	2.16252	0.0240877
ENSMUST00000189934.2	3466	3417	0	0
ENSMUST00000190149.7	3043	2994	0	0
ENSMUST00000044311.9	4093	4044	0	0
ENSMUST00000127586.8	3368	3319	0	0
ENSMUST00000189147.2	1849	1800	0	0
ENSMUST00000189245.2	854	805	0	0
ENSMUST00000027213.14	1765	1716	42.3411	1.72215
ENSMUST00000065767.9	2359	2310	0	0
ENSMUST00000141125.8	2085	2036	116.069	3.97891
ENSMUST00000149665.2	2031	1982	2.84545	0.100201
ENSMUST00000152643.2	864	815	0	0
ENSMUST00000094273.10	1663	1614	0	0
ENSMUST00000191719.6	3033	2984	0	0
ENSMUST00000192146.2	3494	3445	0	0
ENSMUST00000238506.2	3426	3377	0	0
ENSMUST00000239149.2	3453	3404	0	0
ENSMUST00000239155.2	3494	3445	0	0
ENSMUST00000004994.16	3078	3029	0	0
ENSMUST00000087086.7	3863	3814	0	0
ENSMUST00000172555.2	3271	3222	0	0
ENSMUST00000035991.8	3313	3264	131.445	2.81073
ENSMUST00000114709.3	3570	3521	41.1012	0.814731
ENSMUST00000129068.2	361	312	0	0
ENSMUST00000138521.8	341	292	4.45399	1.06461
ENSMUST00000155917.8	641	592	0	0
ENSMUST00000186280.2	405	356	0	0
ENSMUST00000036172.10	4002	3953	96.0344	1.69561
ENSMUST00000188113.2	1450	1401	0	0
ENSMUST00000027783.14	8802	8753	877.594	6.99782
ENSMUST00000069568.4	1193	1144	0	0
ENSMUST00000159284.2	690	641	0	0
ENSMUST00000161075.8	2590	2541	554.612	15.2339
ENSMUST00000027781.7	471	422	447.542	74.0197
ENSMUST00000154437.2	670	621	23.6183	2.6545
ENSMUST00000027214.4	3907	3858	353.63	6.39754
ENSMUST00000131177.8	4239	4190	11.488	0.191362
ENSMUST00000137380.8	1060	1011	5.60038	0.386627
ENSMUST00000139510.8	532	483	0	0
ENSMUST00000145406.2	494	445	0	0
ENSMUST00000155862.2	956	907	0	0
ENSMUST00000188376.2	1779	1730	5.28196	0.213096
ENSMUST00000054801.4	3211	3162	0	0
ENSMUST00000150062.2	1558	1509	0	0
ENSMUST00000190951.2	1108	1059	0	0
ENSMUST00000068333.14	1951	1902	0	0
ENSMUST00000170217.8	2036	1987	1002.85	35.2259
ENSMUST00000188247.7	970	921	0	0
ENSMUST00000189529.7	1801	1752	623.955	24.8568
ENSMUST00000189931.7	449	400	0	0
ENSMUST00000190441.2	619	570	0	0
ENSMUST00000191021.2	656	607	0	0
ENSMUST00000170511.3	3063	3014	0	0
ENSMUST00000190853.2	3004	2955	1	0.0236194
ENSMUST00000027760.14	4572	4523	14.4743	0.223355
ENSMUST00000111857.3	3037	2988	4.54282	0.106114
ENSMUST00000111859.8	5092	5043	0	0
ENSMUST00000128251.8	409	360	0	0
ENSMUST00000149536.3	626	577	0	0
ENSMUST00000188395.2	1537	1488	0	0
ENSMUST00000139309.2	1133	1084	0	0
ENSMUST00000191482.2	419	370	0	0
ENSMUST00000068875.5	1566	1517	0	0
ENSMUST00000012331.7	1178	1129	0	0
ENSMUST00000113524.8	1228	1179	0	0
ENSMUST00000125458.2	395	346	1	0.201721
ENSMUST00000134947.8	796	747	0	0
ENSMUST00000149732.8	799	750	0	0
ENSMUST00000152111.2	397	348	0	0
ENSMUST00000077755.11	1914	1865	7830.8	293.058
ENSMUST00000097536.6	1737	1688	1031.88	42.6661
ENSMUST00000143008.2	748	699	62.3159	6.22226
ENSMUST00000190504.3	2091	2042	0	0
ENSMUST00000186132.2	1011	962	0	0
ENSMUST00000074525.10	3138	3089	0	0
ENSMUST00000159555.8	2882	2833	0	0
ENSMUST00000160854.8	1399	1350	0	0
ENSMUST00000161066.8	341	292	0	0
ENSMUST00000161793.2	539	490	0	0
ENSMUST00000162600.2	2798	2749	0	0
ENSMUST00000186732.2	905	856	0	0
ENSMUST00000037748.9	7640	7591	2979.6	27.3959
ENSMUST00000134291.2	673	624	34.9004	3.90366
ENSMUST00000146362.2	869	820	110.046	9.36671
ENSMUST00000150825.2	923	874	8.47922	0.677128
ENSMUST00000159117.2	2640	2591	246.972	6.65283
ENSMUST00000161769.8	2844	2795	9369.45	233.969
ENSMUST00000162916.2	710	661	0	0
ENSMUST00000188044.7	511	462	0	0
ENSMUST00000189450.2	351	302	326.396	75.4334
ENSMUST00000027775.9	3580	3531	63.0319	1.24592
ENSMUST00000192905.2	667	618	5.96807	0.674019
ENSMUST00000194861.2	406	357	0	0
ENSMUST00000035779.15	3950	3901	3.85896	0.0690431
ENSMUST00000132997.2	627	578	0	0
ENSMUST00000134566.8	2492	2443	0.649022	0.0185422
ENSMUST00000135642.2	502	453	1.29855	0.200073
ENSMUST00000142704.8	2976	2927	79.1935	1.8884
ENSMUST00000148608.2	643	594	0	0
ENSMUST00000154777.2	742	693	0	0
ENSMUST00000027754.7	2596	2547	877.826	24.055
ENSMUST00000186568.7	3550	3501	7.77775	0.155056
ENSMUST00000187235.2	686	637	1.1429	0.125226
ENSMUST00000187641.2	4661	4612	8.84739	0.133891
ENSMUST00000189135.2	430	381	0	0
ENSMUST00000190323.7	584	535	38.6334	5.04006
ENSMUST00000160789.2	6216	6167	4.60345	0.0520998
ENSMUST00000161017.8	13749	13700	7.54544	0.0384406
ENSMUST00000193931.2	2135	2086	0.851111	0.0284772
ENSMUST00000097826.6	2728	2679	18.7594	0.488735
ENSMUST00000166384.8	3706	3657	0	0
ENSMUST00000168907.8	3779	3730	18.0591	0.337919
ENSMUST00000171265.8	3680	3631	28.9286	0.556067
ENSMUST00000188298.7	3099	3050	0	0
ENSMUST00000188486.2	3748	3699	0	0
ENSMUST00000188625.2	3415	3366	0	0
ENSMUST00000188738.7	2803	2754	0	0
ENSMUST00000188782.7	3762	3713	0	0
ENSMUST00000188830.7	452	403	0	0
ENSMUST00000189050.2	737	688	1.09002	0.110579
ENSMUST00000191338.2	3595	3546	1.16308	0.0228928
ENSMUST00000162545.2	3010	2961	0	0
ENSMUST00000053760.12	7393	7344	186.604	1.77343
ENSMUST00000151622.2	3685	3636	12.6126	0.242107
ENSMUST00000189296.2	3283	3234	0	0
ENSMUST00000057262.8	2657	2608	0	0
ENSMUST00000187432.2	1813	1764	0	0
ENSMUST00000186681.2	689	640	0	0
ENSMUST00000049972.6	2515	2466	0	0
ENSMUST00000185234.2	2317	2268	1	0.0307739
ENSMUST00000068437.13	3360	3311	0.0190434	0.000401432
ENSMUST00000111134.2	1229	1180	72.7846	4.3051
ENSMUST00000125756.2	402	353	0	0
ENSMUST00000128302.8	6871	6822	101.414	1.03756
ENSMUST00000129393.2	693	644	20.7179	2.24536
ENSMUST00000131684.8	3210	3161	91.8108	2.02719
ENSMUST00000194237.2	1047	998	3.80694	0.266239
ENSMUST00000159312.2	902	853	0	0
ENSMUST00000160706.2	453	404	0	0
ENSMUST00000162342.8	2876	2827	638.353	15.7602
ENSMUST00000027769.6	2449	2400	628.026	18.2639
ENSMUST00000129009.2	828	779	0	0
ENSMUST00000129982.8	986	937	0	0
ENSMUST00000139993.8	406	357	0	0
ENSMUST00000150778.2	458	409	10.9739	1.87268
ENSMUST00000040706.9	4709	4660	723.117	10.8305
ENSMUST00000143270.2	617	568	5.23297	0.643022
ENSMUST00000144370.2	3717	3668	0	0
ENSMUST00000153962.2	1350	1301	13.6496	0.732266
ENSMUST00000087883.13	5564	5515	0	0
ENSMUST00000123204.2	570	521	0	0
ENSMUST00000129611.2	3159	3110	0	0
ENSMUST00000185687.2	583	534	0	0
ENSMUST00000186021.2	737	688	0	0
ENSMUST00000189818.2	1610	1561	0	0
ENSMUST00000190943.2	431	382	0	0
ENSMUST00000052843.12	2826	2777	1	0.0251333
ENSMUST00000118098.3	2072	2023	0	0
ENSMUST00000125294.9	2003	1954	0	0
ENSMUST00000140948.9	3249	3200	2.03997	0.0444938
ENSMUST00000171802.8	2553	2504	0	0
ENSMUST00000183059.2	749	700	2.08112	0.207504
ENSMUST00000097824.3	2639	2590	0	0
ENSMUST00000185184.2	4193	4144	0	0
ENSMUST00000040538.10	1948	1899	39.7803	1.46207
ENSMUST00000131039.2	3561	3512	0	0
ENSMUST00000134287.2	1818	1769	0	0
ENSMUST00000143936.2	527	478	0	0
ENSMUST00000144480.8	660	611	13.0301	1.48845
ENSMUST00000192611.2	2989	2940	1.1896	0.0282411
ENSMUST00000043560.15	5792	5743	811.622	9.86372
ENSMUST00000073441.13	5767	5718	2025.21	24.7202
ENSMUST00000111836.4	3928	3879	0	0
ENSMUST00000186692.2	574	525	53.7551	7.14639
ENSMUST00000186900.2	672	623	29.6007	3.31619
ENSMUST00000188937.2	525	476	34.8131	5.10461
ENSMUST00000185888.2	1779	1730	1.00549	0.0405658
ENSMUST00000131716.4	3526	3477	2.00359	0.0402188
ENSMUST00000211943.3	2643	2594	0	0
ENSMUST00000221136.2	3538	3489	0.025121	0.000502531
ENSMUST00000223392.2	555	506	0	0
ENSMUST00000086430.5	6625	6576	0	0
ENSMUST00000131535.2	356	307	0	0
ENSMUST00000134681.8	1970	1921	0	0
ENSMUST00000150143.2	2951	2902	0	0
ENSMUST00000048820.14	717	668	0	0
ENSMUST00000113510.8	704	655	1.09289	0.116456
ENSMUST00000113511.8	704	655	1.09289	0.116456
ENSMUST00000113512.8	4551	4502	54.0132	0.837376
ENSMUST00000113513.8	4551	4502	54.0132	0.837376
ENSMUST00000113514.8	4551	4502	54.0132	0.837376
ENSMUST00000113515.8	4551	4502	54.0132	0.837376
ENSMUST00000125641.2	460	411	0	0
ENSMUST00000127771.8	555	506	1.9604	0.270409
ENSMUST00000130714.8	555	506	1.9604	0.270409
ENSMUST00000138319.2	555	506	1.9604	0.270409
ENSMUST00000143368.8	914	865	0	0
ENSMUST00000186464.2	480	431	0	0
ENSMUST00000187005.7	1359	1310	20.7785	1.10706
ENSMUST00000027049.10	1425	1376	0	0
ENSMUST00000124874.8	1313	1264	0	0
ENSMUST00000130102.8	941	892	0	0
ENSMUST00000147000.9	541	492	0	0
ENSMUST00000155163.2	784	735	0	0
ENSMUST00000176398.8	732	683	2	0.204379
ENSMUST00000134692.2	656	607	0	0
ENSMUST00000027464.9	1424	1375	273	13.8575
ENSMUST00000189176.2	885	836	0	0
ENSMUST00000027467.11	2210	2161	121.198	3.91443
ENSMUST00000153862.2	2315	2266	0	0
ENSMUST00000189793.7	696	647	23.7134	2.55809
ENSMUST00000190724.2	822	773	0	0
ENSMUST00000191026.2	1129	1080	1.08825	0.0703282
ENSMUST00000191529.2	3393	3344	0	0
ENSMUST00000043313.15	4626	4577	10.2736	0.156664
ENSMUST00000185241.2	336	287	0	0
ENSMUST00000186368.7	4638	4589	0.368479	0.00560429
ENSMUST00000186621.2	754	705	1.36093	0.134733
ENSMUST00000187569.2	525	476	0	0
ENSMUST00000190960.2	539	490	1	0.142439
ENSMUST00000190117.2	99	50	0	0
ENSMUST00000185548.2	2177	2128	0	0
ENSMUST00000188074.2	687	638	0	0
ENSMUST00000191325.2	2156	2107	0	0
ENSMUST00000058748.2	2855	2806	25	0.62184
ENSMUST00000161427.2	726	677	0	0
ENSMUST00000027768.14	8506	8457	1370.1	11.3074
ENSMUST00000125816.2	769	720	50.6568	4.91057
ENSMUST00000127250.2	680	631	12.7729	1.41282
ENSMUST00000140489.2	1494	1445	0	0
ENSMUST00000145968.3	530	481	40.0741	5.81494
ENSMUST00000147137.2	746	697	0	0
ENSMUST00000151734.2	2570	2521	190.993	5.28774
ENSMUST00000192645.2	3156	3107	2.10632	0.047316
ENSMUST00000194536.2	3232	3183	0	0
ENSMUST00000097454.3	1301	1252	4.2679	0.237923
ENSMUST00000027050.10	1698	1649	292.178	12.3667
ENSMUST00000139578.8	2204	2155	95.9616	3.10797
ENSMUST00000150509.3	898	849	3.46605	0.28494
ENSMUST00000186528.7	962	913	404.425	30.9167
ENSMUST00000188619.2	771	722	0	0
ENSMUST00000190155.7	877	828	198.719	16.7508
ENSMUST00000191296.2	666	617	3.25022	0.367666
ENSMUST00000027753.13	5164	5115	0	0
ENSMUST00000185328.2	717	668	0	0
ENSMUST00000185356.7	4916	4867	1	0.0143405
ENSMUST00000188206.2	818	769	0	0
ENSMUST00000188831.2	2255	2206	0	0
ENSMUST00000189005.2	440	391	0	0
ENSMUST00000163119.8	4709	4660	847.366	12.6914
ENSMUST00000164108.8	2442	2393	2064.61	60.2174
ENSMUST00000167293.2	681	632	32.4427	3.58283
ENSMUST00000167794.2	532	483	88.2013	12.7454
ENSMUST00000168372.2	543	494	44.2034	6.24533
ENSMUST00000170897.8	600	551	19.1743	2.42882
ENSMUST00000187121.2	3220	3171	0	0
ENSMUST00000027752.15	7622	7573	33.1127	0.305178
ENSMUST00000159251.2	924	875	0	0
ENSMUST00000160515.2	466	417	0	0
ENSMUST00000161744.2	1447	1398	3.88729	0.194073
ENSMUST00000163011.2	762	713	0	0
ENSMUST00000211023.2	594	545	0	0
ENSMUST00000042373.12	2092	2043	2.70366	0.0923656
ENSMUST00000136614.2	2375	2326	1.29634	0.0388987
ENSMUST00000137861.2	682	633	0	0
ENSMUST00000069293.10	12318	12269	1.41973	0.00807652
ENSMUST00000185557.2	532	483	0	0
ENSMUST00000185879.2	740	691	1.81893	0.183723
ENSMUST00000187548.2	5370	5321	0	0
ENSMUST00000188209.2	631	582	0	0
ENSMUST00000190792.2	3465	3416	0	0
ENSMUST00000238212.2	12319	12270	0	0
ENSMUST00000042141.12	4616	4567	2559.88	39.1214
ENSMUST00000186380.7	4561	4512	2507.31	38.7852
ENSMUST00000186966.7	2406	2357	0	0
ENSMUST00000188345.2	2346	2297	0	0
ENSMUST00000189425.2	1604	1555	4.72837	0.21223
ENSMUST00000189509.2	2658	2609	6.9382	0.185609
ENSMUST00000189516.2	658	609	0	0
ENSMUST00000190383.2	2274	2225	2.75885	0.0865414
ENSMUST00000190544.7	2018	1969	226.483	8.02817
ENSMUST00000041874.9	1735	1686	2	0.082794
ENSMUST00000187747.2	1290	1241	0	0
ENSMUST00000178395.2	612	563	0	0
ENSMUST00000187094.2	831	782	0	0
ENSMUST00000189339.7	672	623	0	0
ENSMUST00000189749.7	12207	12158	2.73378	0.0156938
ENSMUST00000191499.2	390	341	0	0
ENSMUST00000027131.6	5498	5449	481	6.16105
ENSMUST00000141226.3	2372	2323	0	0
ENSMUST00000185520.2	497	448	0	0
ENSMUST00000186852.2	565	516	0	0
ENSMUST00000189404.2	951	902	3	0.232135
ENSMUST00000190006.2	488	439	0	0
ENSMUST00000071087.12	4355	4306	321.268	5.20738
ENSMUST00000117415.8	1272	1223	0	0
ENSMUST00000118263.8	2162	2113	15.0379	0.496722
ENSMUST00000119714.8	1268	1219	0	0
ENSMUST00000122156.8	2535	2486	0	0
ENSMUST00000123261.2	647	598	2.24624	0.262169
ENSMUST00000128164.2	670	621	5.1595	0.579885
ENSMUST00000134716.2	541	492	0	0
ENSMUST00000136283.2	778	729	2.36724	0.226642
ENSMUST00000136898.2	436	387	4.32671	0.78032
ENSMUST00000143606.8	3383	3334	1.21413	0.0254171
ENSMUST00000148663.2	650	601	9.07951	1.05442
ENSMUST00000149214.3	458	409	0	0
ENSMUST00000153804.2	825	776	0	0
ENSMUST00000155974.8	445	396	0	0
ENSMUST00000185422.2	336	287	5.75306	1.39908
ENSMUST00000186294.7	3429	3380	0.000210495	4.34662e-06
ENSMUST00000187226.7	1074	1025	1.7673	0.12034
ENSMUST00000188249.7	859	810	3.5238	0.303635
ENSMUST00000188449.7	538	489	0	0
ENSMUST00000190063.7	454	405	0	0
ENSMUST00000190318.2	5009	4960	15.7248	0.221273
ENSMUST00000190610.2	1356	1307	0	0
ENSMUST00000190625.2	312	263	0	0
ENSMUST00000191012.7	345	296	0	0
ENSMUST00000191360.7	637	588	1.5317	0.181812
ENSMUST00000191521.7	487	438	0	0
ENSMUST00000056879.9	528	479	0	0
ENSMUST00000188673.7	554	505	0	0
ENSMUST00000186016.2	1493	1444	21.2807	1.0286
ENSMUST00000191457.2	528	479	0	0
ENSMUST00000187677.2	2327	2278	6.06131	0.185711
ENSMUST00000041776.12	8474	8425	0	0
ENSMUST00000111810.2	5614	5565	4.00405	0.0502181
